"Nation/State","Characteristic","Total",NA,"Any health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uninsured",NA,NA,NA
NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Any private health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Employment-based",NA,NA,NA,"Direct purchase",NA,NA,NA,"TRICARE",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Covered by Medicaid",NA,NA,NA,NA,NA,NA,NA,"Covered by Medicare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Covered by VA care",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Also covered by private insurance",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Also covered by private insurance",NA,NA,NA,"Also covered by Medicaid",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA
NA,NA,"Number","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","All people","10030","2","9526","16","94.90000000000001","0.2","6995","36","69.7","0.4","5961","39","59.4","0.4","1285","24","12.8","0.2","131","7","1.3","0.1","4051","29","40.4","0.3","2256","33","22.5","0.3","408","15","4.1","0.2","2131","10","21.2","0.1","1200","14","12","0.1","397","13","4","0.1","189","7","1.9","0.1","508","16","5.1","0.2"
"Michigan",".Under 65 years","8084","3","7583","17","93.8","0.2","5804","32","71.8","0.4","5175","36","64","0.4","742","20","9.199999999999999","0.2","75","6","0.9","0.1","2168","30","26.8","0.4","1997","31","24.7","0.4","298","14","3.7","0.2","248","10","3.1","0.1","67","5","0.8","0.1","137","7","1.7","0.1","78","5","1","0.1","501","16","6.2","0.2"
"Michigan",".Under 19 years","2236","5","2157","8","96.5","0.3","1455","16","65.09999999999999","0.7","1331","18","59.5","0.8","135","8","6","0.4","23","3","1","0.1","844","17","37.7","0.7","838","17","37.5","0.7","139","9","6.2","0.4","9","2","0.4","0.1","3","1","0.1","Z","5","1","0.2","0.1","3","1","0.1","0.1","79","7","3.5","0.3"
"Michigan",".19 - 64 years","5849","6","5427","15","92.8","0.2","4349","23","74.40000000000001","0.4","3844","25","65.7","0.4","607","16","10.4","0.3","52","4","0.9","0.1","1324","20","22.6","0.3","1159","20","19.8","0.3","160","8","2.7","0.1","239","9","4.1","0.2","64","5","1.1","0.1","132","7","2.3","0.1","75","4","1.3","0.1","422","13","7.2","0.2"
"Michigan",".65 years and over","1949","3","1942","3","99.59999999999999","0.1","1192","13","61.1","0.6","786","13","40.3","0.7","542","11","27.8","0.6","56","3","2.9","0.2","1884","5","96.7","0.2","259","9","13.3","0.5","110","5","5.6","0.3","1883","5","96.59999999999999","0.2","1133","13","58.1","0.6","259","9","13.3","0.5","111","4","5.7","0.2","7","2","0.4","0.1"
"Minnesota","All people","5732","1","5442","13","94.90000000000001","0.2","4241","26","74","0.5","3446","27","60.1","0.5","921","17","16.1","0.3","86","7","1.5","0.1","2014","24","35.1","0.4","1036","24","18.1","0.4","200","12","3.5","0.2","1072","6","18.7","0.1","629","8","11","0.1","136","6","2.4","0.1","135","5","2.3","0.1","291","13","5.1","0.2"
"Minnesota",".Under 65 years","4711","3","4425","14","93.90000000000001","0.3","3599","25","76.40000000000001","0.5","3212","26","68.2","0.6","463","15","9.800000000000001","0.3","49","5","1","0.1","1038","24","22","0.5","947","23","20.1","0.5","162","12","3.4","0.2","97","5","2.1","0.1","28","2","0.6","0.1","47","4","1","0.1","48","4","1","0.1","286","13","6.1","0.3"
"Minnesota",".Under 19 years","1370","5","1319","7","96.3","0.4","969","14","70.7","1","881","14","64.3","1","98","7","7.1","0.5","16","3","1.1","0.2","444","15","32.4","1.1","440","15","32.1","1.1","92","9","6.7","0.6","5","1","0.4","0.1","2","1","0.1","0.1","2","1","0.2","0.1","2","1","0.2","0.1","51","6","3.7","0.4"
"Minnesota",".19 - 64 years","3341","5","3106","12","93","0.3","2630","16","78.7","0.5","2331","18","69.8","0.5","365","11","10.9","0.3","33","3","1","0.1","594","15","17.8","0.4","507","13","15.2","0.4","70","5","2.1","0.1","92","5","2.8","0.1","26","2","0.8","0.1","45","4","1.3","0.1","46","3","1.4","0.1","235","10","7","0.3"
"Minnesota",".65 years and over","1021","3","1017","3","99.59999999999999","0.1","642","8","62.9","0.7","234","7","22.9","0.6","458","7","44.9","0.7","37","3","3.6","0.3","976","4","95.59999999999999","0.3","89","4","8.699999999999999","0.4","38","3","3.7","0.3","975","4","95.5","0.3","601","8","58.9","0.8","89","4","8.699999999999999","0.4","86","3","8.4","0.3","5","1","0.4","0.1"
"Mississippi","All people","2884","2","2604","12","90.3","0.4","1803","22","62.5","0.7","1366","24","47.4","0.8","477","13","16.6","0.5","115","9","4","0.3","1174","18","40.7","0.6","689","18","23.9","0.6","117","7","4.1","0.3","597","7","20.7","0.3","280","7","9.699999999999999","0.3","145","7","5","0.2","78","5","2.7","0.2","280","12","9.699999999999999","0.4"
"Mississippi",".Under 65 years","2369","4","2092","13","88.3","0.5","1538","21","64.90000000000001","0.9","1255","23","53","0.9","312","12","13.2","0.5","72","8","3","0.3","674","18","28.4","0.8","596","18","25.2","0.7","81","7","3.4","0.3","98","6","4.1","0.3","27","3","1.1","0.1","52","5","2.2","0.2","40","4","1.7","0.2","277","12","11.7","0.5"
"Mississippi",".Under 19 years","719","5","677","7","94.2","0.6","352","11","49","1.5","284","11","39.6","1.5","65","6","9","0.8","24","4","3.3","0.6","357","11","49.7","1.5","355","11","49.3","1.5","32","4","4.5","0.6","6","2","0.8","0.2","1","1","0.2","0.1","3","1","0.5","0.2","Z","Z","0.1","0.1","42","5","5.8","0.6"
"Mississippi",".19 - 64 years","1650","6","1415","11","85.8","0.6","1186","14","71.90000000000001","0.8","971","16","58.8","0.9","248","10","15","0.6","48","5","2.9","0.3","317","12","19.2","0.7","241","11","14.6","0.7","49","5","3","0.3","92","6","5.6","0.4","25","3","1.5","0.2","48","5","2.9","0.3","39","4","2.4","0.2","235","11","14.2","0.6"
"Mississippi",".65 years and over","515","3","512","3","99.40000000000001","0.2","265","6","51.6","1.3","111","6","21.6","1.1","165","5","32","1","43","3","8.4","0.7","501","3","97.2","0.4","93","4","18.1","0.8","36","3","6.9","0.5","500","3","97.09999999999999","0.4","254","7","49.3","1.3","93","4","18.1","0.8","39","3","7.5","0.6","3","1","0.6","0.2"
"Missouri","All people","6144","2","5669","17","92.3","0.3","4192","26","68.2","0.4","3439","26","56","0.4","823","21","13.4","0.3","167","9","2.7","0.1","2204","25","35.9","0.4","1064","23","17.3","0.4","169","9","2.8","0.2","1249","8","20.3","0.1","558","10","9.1","0.2","180","7","2.9","0.1","170","8","2.8","0.1","475","17","7.7","0.3"
"Missouri",".Under 65 years","5011","3","4541","17","90.59999999999999","0.3","3641","23","72.7","0.5","3170","24","63.3","0.5","514","17","10.3","0.3","111","8","2.2","0.2","1111","24","22.2","0.5","957","23","19.1","0.4","132","9","2.6","0.2","157","7","3.1","0.1","42","4","0.8","0.1","73","4","1.5","0.1","83","6","1.6","0.1","469","17","9.4","0.3"
"Missouri",".Under 19 years","1442","5","1347","10","93.40000000000001","0.6","920","14","63.8","1","807","12","55.9","0.9","107","10","7.4","0.7","36","4","2.5","0.3","497","15","34.4","1","491","15","34","1","67","7","4.6","0.5","8","2","0.6","0.1","2","1","0.1","0.1","4","1","0.3","0.1","3","1","0.2","0.1","95","9","6.6","0.6"
"Missouri",".19 - 64 years","3568","6","3194","14","89.5","0.3","2721","16","76.3","0.4","2363","18","66.2","0.5","406","12","11.4","0.3","75","5","2.1","0.1","614","16","17.2","0.4","466","13","13.1","0.4","65","4","1.8","0.1","149","7","4.2","0.2","40","4","1.1","0.1","69","4","1.9","0.1","79","5","2.2","0.2","374","11","10.5","0.3"
"Missouri",".65 years and over","1133","3","1128","3","99.5","0.1","551","9","48.6","0.8","269","6","23.7","0.5","310","8","27.3","0.7","56","4","4.9","0.4","1093","5","96.5","0.3","107","6","9.5","0.5","38","3","3.3","0.3","1091","5","96.3","0.3","516","9","45.5","0.8","107","6","9.5","0.5","87","5","7.7","0.4","5","1","0.5","0.1"
"Montana","All people","1121","1","1023","7","91.2","0.6","748","12","66.7","1","546","12","48.7","1.1","202","8","18","0.7","43","5","3.8","0.4","440","10","39.3","0.9","206","10","18.3","0.9","34","5","3","0.4","250","3","22.3","0.3","129","5","11.5","0.5","34","3","3.1","0.3","42","3","3.8","0.3","98","7","8.800000000000001","0.6"
"Montana",".Under 65 years","886","2","789","7","89","0.7","620","11","70","1.2","498","12","56.3","1.3","119","8","13.5","0.9","26","4","3","0.5","211","10","23.8","1.1","181","10","20.5","1.1","24","5","2.7","0.5","21","2","2.4","0.3","6","1","0.7","0.2","10","2","1.1","0.2","21","3","2.3","0.3","97","7","11","0.7"
"Montana",".Under 19 years","245","2","226","3","92.3","1.1","151","6","61.7","2.3","124","6","50.4","2.3","24","3","9.800000000000001","1.3","9","2","3.7","0.8","85","7","34.6","2.6","84","7","34.3","2.6","10","3","3.9","1.1","1","1","0.3","0.2","D","D","D","D","Z","Z","0.1","0.1","Z","Z","0.2","0.1","19","3","7.7","1.1"
"Montana",".19 - 64 years","640","2","562","6","87.8","0.8","469","8","73.2","1.2","375","9","58.5","1.3","95","5","14.9","0.9","17","3","2.7","0.4","126","6","19.7","0.9","97","5","15.2","0.8","15","3","2.3","0.4","21","2","3.2","0.3","D","D","D","D","10","2","1.5","0.2","20","3","3.1","0.4","78","5","12.2","0.8"
"Montana",".65 years and over","236","2","234","2","99.5","0.2","128","5","54.4","2.1","47","3","20.1","1.4","83","4","35.2","1.6","17","2","7.1","0.8","229","2","97.3","0.5","24","2","10.3","0.9","10","1","4.1","0.6","229","2","97.2","0.5","123","5","52.1","2.1","24","2","10.3","0.9","22","2","9.199999999999999","0.9","1","Z","0.5","0.2"
"Nebraska","All people","1977","1","1837","10","92.90000000000001","0.5","1452","17","73.40000000000001","0.8","1135","18","57.4","0.9","339","12","17.1","0.6","74","6","3.8","0.3","631","13","31.9","0.7","304","13","15.4","0.7","60","5","3.1","0.3","359","4","18.1","0.2","186","4","9.4","0.2","56","3","2.8","0.2","56","4","2.8","0.2","140","11","7.1","0.5"
"Nebraska",".Under 65 years","1640","2","1502","11","91.59999999999999","0.6","1265","16","77.09999999999999","0.9","1071","17","65.3","1","212","12","12.9","0.7","51","6","3.1","0.3","305","13","18.6","0.8","267","12","16.3","0.8","45","5","2.7","0.3","33","3","2","0.2","10","2","0.6","0.1","19","2","1.1","0.1","26","3","1.6","0.2","138","10","8.4","0.6"
"Nebraska",".Under 19 years","505","2","478","5","94.7","1","359","9","71.09999999999999","1.7","302","9","59.8","1.8","54","6","10.7","1.2","20","3","4","0.6","144","9","28.5","1.8","142","9","28.1","1.8","23","4","4.5","0.8","2","1","0.4","0.2","1","1","0.2","0.2","1","Z","0.1","0.1","1","1","0.2","0.1","27","5","5.3","1"
"Nebraska",".19 - 64 years","1135","3","1023","8","90.2","0.6","906","10","79.8","0.8","769","12","67.7","1","158","7","13.9","0.6","30","3","2.7","0.3","161","7","14.2","0.6","125","6","11","0.5","22","2","1.9","0.2","31","3","2.7","0.3","9","2","0.8","0.2","18","2","1.6","0.2","25","3","2.2","0.3","112","7","9.800000000000001","0.6"
"Nebraska",".65 years and over","337","2","336","2","99.59999999999999","0.2","186","4","55.3","1.2","65","4","19.2","1.2","127","4","37.6","1.2","24","3","7","0.8","326","2","96.59999999999999","0.5","37","3","11","0.8","16","2","4.7","0.6","325","2","96.5","0.5","176","4","52.2","1.2","37","3","11","0.8","29","2","8.699999999999999","0.6","1","1","0.4","0.2"
"Nevada","All people","3229","2","2862","17","88.59999999999999","0.5","2064","26","63.9","0.8","1702","27","52.7","0.8","394","16","12.2","0.5","127","11","3.9","0.3","1166","23","36.1","0.7","617","22","19.1","0.7","114","9","3.5","0.3","596","7","18.5","0.2","248","9","7.7","0.3","96","7","3","0.2","107","7","3.3","0.2","367","18","11.4","0.5"
"Nevada",".Under 65 years","2658","3","2300","17","86.5","0.7","1805","24","67.90000000000001","0.9","1568","25","59","0.9","271","14","10.2","0.5","80","10","3","0.4","630","22","23.7","0.8","547","20","20.6","0.8","89","9","3.3","0.3","61","6","2.3","0.2","16","2","0.6","0.1","26","3","1","0.1","57","6","2.1","0.2","358","17","13.5","0.7"
"Nevada",".Under 19 years","725","3","666","8","92","1","446","13","61.5","1.9","385","14","53.1","1.9","65","7","9","1","26","5","3.5","0.7","266","13","36.7","1.7","261","13","36","1.7","42","6","5.9","0.9","5","2","0.7","0.3","1","1","0.2","0.1","3","1","0.4","0.2","3","2","0.4","0.3","58","7","8","1"
"Nevada",".19 - 64 years","1933","4","1633","13","84.5","0.7","1359","17","70.3","0.9","1183","17","61.2","0.8","206","9","10.7","0.5","54","6","2.8","0.3","364","14","18.9","0.7","286","12","14.8","0.6","46","4","2.4","0.2","56","5","2.9","0.3","15","2","0.8","0.1","23","3","1.2","0.2","54","5","2.8","0.3","300","13","15.5","0.7"
"Nevada",".65 years and over","571","2","562","2","98.5","0.4","259","8","45.4","1.5","134","7","23.5","1.2","123","6","21.6","1.1","47","4","8.199999999999999","0.7","536","4","93.90000000000001","0.8","70","6","12.4","1","25","3","4.4","0.5","535","4","93.7","0.8","232","8","40.7","1.4","70","6","12.4","1","51","4","8.9","0.6","8","2","1.5","0.4"
"New Hampshire","All people","1393","1","1331","6","95.5","0.4","1070","10","76.8","0.7","873","12","62.7","0.8","223","10","16","0.7","31","4","2.2","0.3","462","10","33.2","0.7","174","9","12.5","0.6","35","4","2.5","0.3","308","5","22.1","0.4","168","5","12.1","0.3","32","3","2.3","0.2","36","4","2.6","0.3","62","6","4.5","0.4"
"New Hampshire",".Under 65 years","1099","2","1038","6","94.5","0.5","895","10","81.40000000000001","0.9","776","11","70.59999999999999","1","130","8","11.8","0.8","16","3","1.5","0.3","186","10","16.9","0.9","154","9","14","0.8","26","4","2.4","0.4","32","4","2.9","0.3","10","2","0.9","0.2","12","2","1.1","0.2","15","2","1.3","0.2","61","6","5.5","0.5"
"New Hampshire",".Under 19 years","267","2","261","3","97.7","0.6","200","6","74.8","2","174","5","65.2","1.8","28","4","10.3","1.5","4","2","1.7","0.6","72","5","27.2","1.9","71","5","26.7","1.9","11","2","4.1","0.9","1","1","0.5","0.3","Z","Z","0.2","0.2","1","1","0.2","0.2","Z","1","0.2","0.2","6","2","2.3","0.6"
"New Hampshire",".19 - 64 years","832","3","778","6","93.5","0.6","696","8","83.59999999999999","0.9","602","9","72.40000000000001","1.1","102","6","12.3","0.7","12","2","1.4","0.3","114","7","13.6","0.8","82","6","9.9","0.7","15","3","1.8","0.3","31","4","3.7","0.4","10","2","1.1","0.3","12","2","1.4","0.2","14","2","1.7","0.3","54","5","6.5","0.6"
"New Hampshire",".65 years and over","294","1","292","2","99.40000000000001","0.2","174","4","59.4","1.3","97","4","33","1.4","93","4","31.8","1.5","14","2","4.9","0.6","276","3","93.8","0.7","20","2","6.7","0.7","9","1","3.1","0.5","275","3","93.7","0.7","158","4","53.8","1.4","20","2","6.7","0.7","22","2","7.3","0.7","2","1","0.6","0.2"
"New Jersey","All people","9414","2","8686","25","92.3","0.3","6635","46","70.5","0.5","5706","45","60.6","0.5","1151","28","12.2","0.3","90","7","1","0.1","3106","34","33","0.4","1643","34","17.4","0.4","246","11","2.6","0.1","1711","11","18.2","0.1","869","13","9.199999999999999","0.1","283","9","3","0.1","97","5","1","0.1","727","25","7.7","0.3"
"New Jersey",".Under 65 years","7742","3","7036","24","90.90000000000001","0.3","5719","41","73.90000000000001","0.5","5093","42","65.8","0.5","753","26","9.699999999999999","0.3","57","6","0.7","0.1","1544","33","19.9","0.4","1428","33","18.4","0.4","173","9","2.2","0.1","151","8","1.9","0.1","42","4","0.5","0.1","68","6","0.9","0.1","41","5","0.5","0.1","707","24","9.1","0.3"
"New Jersey",".Under 19 years","2162","6","2060","10","95.3","0.4","1425","22","65.90000000000001","0.9","1288","20","59.6","0.9","158","10","7.3","0.5","21","4","1","0.2","713","19","33","0.9","702","20","32.5","0.9","75","6","3.5","0.3","14","3","0.7","0.2","1","1","0.1","Z","6","2","0.3","0.1","4","2","0.2","0.1","102","8","4.7","0.4"
"New Jersey",".19 - 64 years","5580","6","4976","20","89.2","0.4","4295","26","77","0.5","3805","30","68.2","0.6","595","20","10.7","0.4","36","4","0.6","0.1","831","19","14.9","0.3","726","19","13","0.3","98","5","1.8","0.1","136","8","2.4","0.2","41","4","0.7","0.1","62","5","1.1","0.1","37","4","0.7","0.1","604","21","10.8","0.4"
"New Jersey",".65 years and over","1671","2","1651","4","98.8","0.2","916","12","54.8","0.7","613","13","36.7","0.8","398","12","23.8","0.7","32","3","1.9","0.2","1562","7","93.40000000000001","0.4","215","8","12.9","0.5","73","5","4.4","0.3","1561","7","93.40000000000001","0.4","826","11","49.4","0.7","215","8","12.9","0.5","56","4","3.3","0.2","21","3","1.2","0.2"
"New Mexico","All people","2092","2","1881","12","89.90000000000001","0.6","1099","20","52.6","1","884","19","42.3","0.9","225","11","10.7","0.5","89","7","4.3","0.3","1075","17","51.4","0.8","689","17","32.9","0.8","90","8","4.3","0.4","463","5","22.2","0.3","209","6","10","0.3","104","5","5","0.3","70","4","3.3","0.2","211","12","10.1","0.6"
"New Mexico",".Under 65 years","1668","3","1461","11","87.59999999999999","0.7","889","18","53.3","1.1","757","18","45.4","1.1","132","9","7.9","0.6","55","6","3.3","0.4","667","17","40","1","615","17","36.9","1","68","7","4.1","0.4","56","4","3.4","0.3","12","2","0.7","0.1","31","4","1.8","0.2","34","4","2.1","0.2","207","12","12.4","0.7"
"New Mexico",".Under 19 years","470","4","442","6","93.90000000000001","1","193","9","41","1.9","161","7","34.2","1.5","25","5","5.3","1","19","3","4.1","0.7","277","10","58.8","2","275","10","58.5","2","27","4","5.8","0.9","4","1","0.8","0.3","1","1","0.2","0.1","2","1","0.5","0.2","Z","Z","0.1","Z","29","5","6.1","1"
"New Mexico",".19 - 64 years","1198","4","1019","10","85.09999999999999","0.8","696","13","58.1","1","596","14","49.8","1.2","108","7","9","0.6","36","4","3","0.3","391","11","32.6","0.9","340","11","28.4","0.9","41","4","3.4","0.3","53","4","4.4","0.3","11","2","0.9","0.1","28","3","2.4","0.3","34","4","2.9","0.3","178","10","14.9","0.8"
"New Mexico",".65 years and over","424","2","420","2","99","0.3","210","6","49.6","1.4","127","5","30","1.1","92","5","21.7","1.3","35","3","8.199999999999999","0.7","408","3","96.09999999999999","0.6","73","4","17.3","1","22","2","5.2","0.6","407","3","96","0.6","198","6","46.7","1.4","73","4","17.3","1","35","3","8.300000000000001","0.7","4","1","1","0.3"
"New York","All people","19670","3","18690","26","95","0.1","12690","60","64.5","0.3","10690","65","54.3","0.3","2588","40","13.2","0.2","188","10","1","0.1","8571","53","43.6","0.3","5720","53","29.1","0.3","914","27","4.6","0.1","3903","17","19.8","0.1","1900","20","9.699999999999999","0.1","1137","17","5.8","0.1","250","9","1.3","Z","974","26","5","0.1"
"New York",".Under 65 years","16010","4","15060","25","94.09999999999999","0.2","10740","58","67.09999999999999","0.4","9297","62","58.1","0.4","1794","40","11.2","0.2","113","9","0.7","0.1","5101","52","31.9","0.3","4863","50","30.4","0.3","655","26","4.1","0.2","436","14","2.7","0.1","114","6","0.7","Z","280","11","1.8","0.1","106","7","0.7","Z","942","25","5.9","0.2"
"New York",".Under 19 years","4222","7","4110","11","97.3","0.2","2502","30","59.3","0.7","2120","29","50.2","0.7","455","20","10.8","0.5","38","5","0.9","0.1","1899","26","45","0.6","1885","26","44.6","0.6","286","17","6.8","0.4","30","4","0.7","0.1","6","2","0.1","Z","19","3","0.5","0.1","5","1","0.1","Z","113","8","2.7","0.2"
"New York",".19 - 64 years","11780","8","10950","22","93","0.2","8237","39","69.90000000000001","0.3","7177","43","60.9","0.4","1339","27","11.4","0.2","75","6","0.6","Z","3202","35","27.2","0.3","2979","34","25.3","0.3","369","14","3.1","0.1","405","12","3.4","0.1","108","6","0.9","0.1","261","10","2.2","0.1","101","6","0.9","0.1","830","21","7","0.2"
"New York",".65 years and over","3661","3","3630","5","99.09999999999999","0.1","1948","18","53.2","0.5","1389","19","37.9","0.5","794","12","21.7","0.3","75","4","2.1","0.1","3470","10","94.8","0.3","857","15","23.4","0.4","259","10","7.1","0.3","3467","10","94.7","0.3","1786","17","48.8","0.5","857","15","23.4","0.4","145","7","4","0.2","31","4","0.9","0.1"
"North Carolina","All people","10840","4","9910","27","91.40000000000001","0.2","7273","47","67.09999999999999","0.4","5690","49","52.5","0.5","1660","33","15.3","0.3","491","18","4.5","0.2","4082","39","37.7","0.4","2180","38","20.1","0.4","408","15","3.8","0.1","2105","12","19.4","0.1","1059","13","9.800000000000001","0.1","359","11","3.3","0.1","337","10","3.1","0.1","928","27","8.6","0.2"
"North Carolina",".Under 65 years","8900","7","7986","27","89.7","0.3","6221","45","69.90000000000001","0.5","5135","46","57.7","0.5","1085","31","12.2","0.3","337","17","3.8","0.2","2216","39","24.9","0.4","1941","37","21.8","0.4","299","14","3.4","0.2","241","10","2.7","0.1","68","5","0.8","0.1","120","8","1.3","0.1","186","9","2.1","0.1","914","26","10.3","0.3"
"North Carolina",".Under 19 years","2493","8","2355","11","94.5","0.4","1445","22","58","0.9","1188","22","47.6","0.9","197","12","7.9","0.5","121","10","4.8","0.4","1045","22","41.9","0.9","1030","22","41.3","0.9","128","10","5.1","0.4","14","3","0.6","0.1","4","1","0.1","0.1","8","2","0.3","0.1","11","3","0.4","0.1","137","9","5.5","0.4"
"North Carolina",".19 - 64 years","6408","10","5631","24","87.90000000000001","0.3","4776","31","74.5","0.5","3947","33","61.6","0.5","887","25","13.8","0.4","217","10","3.4","0.2","1171","23","18.3","0.4","911","20","14.2","0.3","171","10","2.7","0.1","227","9","3.6","0.1","64","5","1","0.1","112","7","1.8","0.1","175","8","2.7","0.1","777","22","12.1","0.3"
"North Carolina",".65 years and over","1938","5","1924","5","99.3","0.1","1051","12","54.3","0.6","555","10","28.6","0.5","575","10","29.7","0.5","153","7","7.9","0.3","1866","6","96.3","0.2","239","7","12.3","0.4","109","6","5.6","0.3","1863","6","96.2","0.3","992","12","51.2","0.6","239","7","12.3","0.4","150","6","7.8","0.3","14","3","0.7","0.1"
"North Dakota","All people","777","2","730","5","93.90000000000001","0.7","616","8","79.3","1","473","10","60.9","1.3","161","7","20.7","0.9","29","4","3.8","0.5","222","8","28.6","1","90","7","11.6","0.9","21","3","2.6","0.4","141","3","18.1","0.3","87","4","11.2","0.4","18","2","2.3","0.3","25","3","3.2","0.4","47","5","6.1","0.7"
"North Dakota",".Under 65 years","644","2","598","6","92.8","0.8","531","8","82.40000000000001","1.2","443","10","68.8","1.6","98","7","15.3","1.1","23","3","3.6","0.5","93","8","14.4","1.2","78","7","12.1","1.1","15","3","2.3","0.5","11","2","1.8","0.3","5","1","0.7","0.2","6","1","0.9","0.2","10","2","1.6","0.3","46","5","7.2","0.8"
"North Dakota",".Under 19 years","188","3","176","3","93.3","1.5","146","5","77.3","2.6","122","5","64.8","2.7","21","3","11.4","1.6","8","2","4.4","1","40","4","21","2.2","38","4","20.4","2.2","8","2","4.5","1","1","1","0.6","0.4","1","1","0.3","0.3","1","1","0.4","0.4","1","1","0.4","0.5","13","3","6.7","1.5"
"North Dakota",".19 - 64 years","456","3","422","5","92.59999999999999","0.8","385","6","84.5","1","321","7","70.40000000000001","1.4","77","5","16.9","1.1","15","2","3.2","0.5","53","5","11.7","1.1","40","4","8.699999999999999","0.9","7","2","1.4","0.4","10","2","2.3","0.3","4","1","0.9","0.2","5","1","1.1","0.3","9","2","2","0.4","34","4","7.4","0.8"
"North Dakota",".65 years and over","133","2","132","2","99.40000000000001","0.5","85","3","64","2.3","30","3","22.6","2","63","3","47.2","2.1","6","1","4.9","1","129","2","96.90000000000001","0.8","12","2","9.1","1.3","6","1","4.2","0.9","129","2","96.8","0.8","82","3","61.5","2.4","12","2","9.1","1.3","15","2","11.2","1.3","1","1","0.6","0.5"
"Ohio","All people","11710","3","10930","23","93.3","0.2","7877","40","67.2","0.3","6697","46","57.2","0.4","1416","26","12.1","0.2","201","11","1.7","0.1","4482","30","38.3","0.3","2389","32","20.4","0.3","349","15","3","0.1","2368","13","20.2","0.1","1118","16","9.5","0.1","378","11","3.2","0.1","265","10","2.3","0.1","783","23","6.7","0.2"
"Ohio",".Under 65 years","9516","5","8746","22","91.90000000000001","0.2","6735","38","70.8","0.4","6047","44","63.5","0.5","812","22","8.5","0.2","132","10","1.4","0.1","2381","30","25","0.3","2147","30","22.6","0.3","262","13","2.8","0.1","269","12","2.8","0.1","62","6","0.6","0.1","136","8","1.4","0.1","124","8","1.3","0.1","770","22","8.1","0.2"
"Ohio",".Under 19 years","2724","6","2572","12","94.40000000000001","0.4","1711","22","62.8","0.8","1560","24","57.3","0.9","158","10","5.8","0.4","44","5","1.6","0.2","1002","20","36.8","0.7","990","21","36.3","0.7","136","9","5","0.3","22","5","0.8","0.2","7","3","0.2","0.1","14","4","0.5","0.1","5","2","0.2","0.1","152","10","5.6","0.4"
"Ohio",".19 - 64 years","6791","7","6174","19","90.90000000000001","0.3","5024","26","74","0.4","4487","29","66.09999999999999","0.4","654","17","9.6","0.2","88","7","1.3","0.1","1379","21","20.3","0.3","1157","20","17","0.3","126","8","1.9","0.1","247","9","3.6","0.1","55","5","0.8","0.1","122","6","1.8","0.1","119","8","1.8","0.1","618","18","9.1","0.3"
"Ohio",".65 years and over","2199","4","2185","4","99.40000000000001","0.1","1142","16","51.9","0.7","650","13","29.5","0.6","604","12","27.5","0.5","69","4","3.1","0.2","2101","6","95.59999999999999","0.2","242","8","11","0.4","87","5","3.9","0.2","2098","6","95.5","0.2","1057","15","48.1","0.7","242","8","11","0.4","141","5","6.4","0.2","13","2","0.6","0.1"
"Oklahoma","All people","4009","2","3548","11","88.5","0.3","2506","18","62.5","0.5","1997","18","49.8","0.4","545","13","13.6","0.3","154","9","3.9","0.2","1556","21","38.8","0.5","863","20","21.5","0.5","130","7","3.2","0.2","747","6","18.6","0.2","375","7","9.4","0.2","114","6","2.8","0.1","133","5","3.3","0.1","462","11","11.5","0.3"
"Oklahoma",".Under 65 years","3339","3","2882","12","86.3","0.3","2133","16","63.9","0.5","1809","17","54.2","0.5","349","12","10.4","0.4","102","7","3","0.2","914","21","27.4","0.6","793","19","23.8","0.6","104","7","3.1","0.2","107","5","3.2","0.2","27","2","0.8","0.1","44","3","1.3","0.1","70","4","2.1","0.1","457","11","13.7","0.3"
