"Table with row headers in column A and column headers in rows 5 through 9","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
NA,"19 - 64 years","7570","7","7013","15","92.599999999999994","0.20000000000000001","5825","23","76.900000000000006","0.29999999999999999","5098","24","67.299999999999997","0.29999999999999999","831","15","11","0.20000000000000001","77","5","1","0.10000000000000001","1477","19","19.5","0.20000000000000001","1199","19","15.800000000000001","0.29999999999999999","168","7","2.2000000000000002","0.10000000000000001","362","10","4.7999999999999998","0.10000000000000001","98","5","1.3","0.10000000000000001","158","6","2.1000000000000001","0.10000000000000001","97","5","1.3","0.10000000000000001","558","15","7.4000000000000004","0.20000000000000001"
NA,"65 years and over","2197","3","2187","4","99.599999999999994","0.10000000000000001","1480","11","67.400000000000006","0.5","712","11","32.399999999999999","0.5","896","12","40.799999999999997","0.59999999999999998","80","5","3.6000000000000001","0.20000000000000001","2127","5","96.799999999999997","0.20000000000000001","259","7","11.800000000000001","0.29999999999999999","123","5","5.5999999999999996","0.20000000000000001","2125","5","96.700000000000003","0.20000000000000001","1419","11","64.599999999999994","0.5","259","7","11.800000000000001","0.29999999999999999","165","5","7.5","0.20000000000000001","10","2","0.40000000000000002","0.10000000000000001"
"Rhode Island","All persons","1044","1","996","4","95.400000000000006","0.40000000000000002","727","13","69.599999999999994","1.2","594","12","56.899999999999999","1.2","151","9","14.4","0.90000000000000002","23","3","2.2000000000000002","0.29999999999999999","397","11","38","1.1000000000000001","242","11","23.199999999999999","1.1000000000000001","34","4","3.2999999999999998","0.40000000000000002","189","4","18.100000000000001","0.40000000000000002","100","4","9.5","0.40000000000000002","40","4","3.7999999999999998","0.29999999999999999","22","2","2.1000000000000001","0.20000000000000001","48","4","4.5999999999999996","0.40000000000000002"
NA,"Under 65 years","874","2","826","5","94.5","0.5","626","11","71.599999999999994","1.3","541","11","61.899999999999999","1.3","94","8","10.699999999999999","0.90000000000000002","13","3","1.5","0.29999999999999999","235","11","26.899999999999999","1.3","217","11","24.800000000000001","1.3","26","4","2.8999999999999999","0.40000000000000002","27","3","3.1000000000000001","0.29999999999999999","7","2","0.69999999999999996","0.20000000000000001","15","2","1.7","0.29999999999999999","8","2","0.90000000000000002","0.20000000000000001","48","5","5.5","0.5"
NA,"Under 19 years","224","2","219","2","97.900000000000006","0.59999999999999998","144","6","64.400000000000006","2.2999999999999998","127","6","56.600000000000001","2.2999999999999998","17","3","7.5999999999999996","1.3999999999999999","6","2","2.6000000000000001","0.90000000000000002","85","5","38.100000000000001","2.2999999999999998","85","5","38","2.2999999999999998","10","2","4.5999999999999996","0.90000000000000002","2","1","0.80000000000000004","0.40000000000000002","1","Z","0.20000000000000001","0.20000000000000001","2","1","0.69999999999999996","0.40000000000000002","Z","Z","Z","Z","5","1","2.1000000000000001","0.59999999999999998"
NA,"19 - 64 years","650","2","607","5","93.400000000000006","0.59999999999999998","482","8","74.099999999999994","1.2","414","8","63.700000000000003","1.3","76","6","11.800000000000001","0.90000000000000002","7","2","1.1000000000000001","0.20000000000000001","150","8","23","1.2","132","7","20.300000000000001","1.1000000000000001","15","2","2.3999999999999999","0.40000000000000002","25","3","3.7999999999999998","0.40000000000000002","6","1","0.90000000000000002","0.20000000000000001","13","2","2","0.29999999999999999","8","2","1.2","0.20000000000000001","43","4","6.5999999999999996","0.59999999999999998"
NA,"65 years and over","170","1","170","1","99.700000000000003","0.20000000000000001","101","4","59.200000000000003","2.1000000000000001","53","3","31","1.8","57","4","33.600000000000001","2.1000000000000001","10","2","5.9000000000000004","1","162","2","95.299999999999997","0.90000000000000002","25","3","15","1.5","9","1","5","0.80000000000000004","162","2","95.200000000000003","0.90000000000000002","93","4","54.700000000000003","2.2000000000000002","25","3","15","1.5","14","2","8.3000000000000007","1.1000000000000001","1","Z","0.29999999999999999","0.20000000000000001"
"South Carolina","All persons","4928","2","4387","17","89","0.29999999999999999","3225","25","65.400000000000006","0.5","2528","28","51.299999999999997","0.59999999999999998","681","16","13.800000000000001","0.29999999999999999","239","12","4.7999999999999998","0.20000000000000001","1833","19","37.200000000000003","0.40000000000000002","957","19","19.399999999999999","0.40000000000000002","141","8","2.8999999999999999","0.20000000000000001","987","9","20","0.20000000000000001","542","9","11","0.20000000000000001","171","7","3.5","0.10000000000000001","157","6","3.2000000000000002","0.10000000000000001","542","17","11","0.29999999999999999"
NA,"Under 65 years","4080","3","3542","17","86.799999999999997","0.40000000000000002","2705","26","66.299999999999997","0.59999999999999998","2265","26","55.5","0.59999999999999998","410","12","10.1","0.29999999999999999","146","10","3.6000000000000001","0.20000000000000001","1007","18","24.699999999999999","0.40000000000000002","854","18","20.899999999999999","0.5","100","7","2.3999999999999999","0.20000000000000001","162","8","4","0.20000000000000001","43","4","1","0.10000000000000001","68","5","1.7","0.10000000000000001","72","4","1.8","0.10000000000000001","538","17","13.199999999999999","0.40000000000000002"
NA,"Under 19 years","1169","5","1109","8","94.900000000000006","0.5","645","14","55.100000000000001","1.1000000000000001","549","14","47","1.1000000000000001","70","6","6","0.5","46","5","3.8999999999999999","0.5","505","12","43.200000000000003","1.1000000000000001","499","12","42.700000000000003","1.1000000000000001","39","5","3.2999999999999998","0.40000000000000002","6","2","0.59999999999999998","0.20000000000000001","1","1","0.10000000000000001","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","1","1","0.10000000000000001","0.10000000000000001","60","6","5.0999999999999996","0.5"
NA,"19 - 64 years","2911","6","2432","15","83.599999999999994","0.5","2061","17","70.799999999999997","0.59999999999999998","1716","18","59","0.59999999999999998","340","10","11.699999999999999","0.40000000000000002","100","6","3.3999999999999999","0.20000000000000001","502","12","17.300000000000001","0.40000000000000002","355","12","12.199999999999999","0.40000000000000002","61","4","2.1000000000000001","0.10000000000000001","155","7","5.2999999999999998","0.20000000000000001","41","3","1.3999999999999999","0.10000000000000001","65","5","2.2000000000000002","0.20000000000000001","71","4","2.3999999999999999","0.10000000000000001","478","14","16.399999999999999","0.5"
NA,"65 years and over","848","2","845","3","99.599999999999994","0.10000000000000001","519","8","61.200000000000003","0.90000000000000002","263","7","30.899999999999999","0.80000000000000004","271","9","31.899999999999999","1.1000000000000001","93","5","11","0.59999999999999998","826","4","97.400000000000006","0.40000000000000002","103","6","12.1","0.69999999999999996","42","4","4.9000000000000004","0.40000000000000002","825","4","97.299999999999997","0.40000000000000002","500","8","58.899999999999999","1","103","6","12.1","0.69999999999999996","84","5","10","0.5","3","1","0.40000000000000002","0.10000000000000001"
"South Dakota","All persons","852","1","774","5","90.900000000000006","0.59999999999999998","624","8","73.200000000000003","1","473","9","55.600000000000001","1.1000000000000001","152","7","17.800000000000001","0.80000000000000004","33","5","3.8999999999999999","0.59999999999999998","263","7","30.899999999999999","0.80000000000000004","123","6","14.5","0.69999999999999996","25","3","3","0.29999999999999999","150","2","17.600000000000001","0.29999999999999999","88","3","10.300000000000001","0.29999999999999999","22","2","2.6000000000000001","0.20000000000000001","33","3","3.8999999999999999","0.29999999999999999","77","5","9.0999999999999996","0.59999999999999998"
NA,"Under 65 years","716","2","639","5","89.299999999999997","0.69999999999999996","538","8","75.099999999999994","1.1000000000000001","444","10","62","1.3","92","6","12.800000000000001","0.90000000000000002","23","4","3.2999999999999998","0.5","131","7","18.300000000000001","1","110","6","15.4","0.90000000000000002","18","3","2.5","0.40000000000000002","18","2","2.5","0.29999999999999999","5","1","0.69999999999999996","0.10000000000000001","9","2","1.2","0.20000000000000001","13","2","1.8999999999999999","0.29999999999999999","77","5","10.699999999999999","0.69999999999999996"
NA,"Under 19 years","224","2","211","3","93.799999999999997","1","148","4","66.200000000000003","1.8999999999999999","123","5","55","2.1000000000000001","21","2","9.1999999999999993","1.1000000000000001","9","2","4.0999999999999996","0.90000000000000002","73","5","32.700000000000003","2","73","5","32.5","2","11","2","4.9000000000000004","0.90000000000000002","1","Z","0.40000000000000002","0.20000000000000001","Z","Z","0.20000000000000001","0.20000000000000001","Z","Z","0.20000000000000001","0.10000000000000001","Z","Z","Z","Z","14","2","6.2000000000000002","1"
NA,"19 - 64 years","492","2","429","4","87.200000000000003","0.80000000000000004","390","5","79.200000000000003","1","321","6","65.200000000000003","1.2","71","5","14.5","0.90000000000000002","14","2","2.8999999999999999","0.5","57","4","11.699999999999999","0.69999999999999996","37","3","7.5999999999999996","0.69999999999999996","7","1","1.5","0.29999999999999999","17","2","3.3999999999999999","0.40000000000000002","4","1","0.90000000000000002","0.20000000000000001","8","2","1.7","0.29999999999999999","13","2","2.7000000000000002","0.40000000000000002","63","4","12.800000000000001","0.80000000000000004"
NA,"65 years and over","136","1","135","1","99.700000000000003","0.20000000000000001","86","3","63.200000000000003","2","29","3","21.399999999999999","1.8999999999999999","60","3","44.100000000000001","2","10","2","7.4000000000000004","1.6000000000000001","133","2","97.599999999999994","0.59999999999999998","13","1","9.5999999999999996","1.1000000000000001","7","1","5.0999999999999996","0.80000000000000004","132","2","97.5","0.59999999999999998","83","3","61.100000000000001","2","13","1","9.5999999999999996","1.1000000000000001","20","2","14.800000000000001","1.3999999999999999","Z","Z","0.29999999999999999","0.20000000000000001"
"Tennessee","All persons","6613","2","5983","19","90.5","0.29999999999999999","4381","34","66.299999999999997","0.5","3506","35","53","0.5","895","17","13.5","0.29999999999999999","225","12","3.3999999999999999","0.20000000000000001","2433","27","36.799999999999997","0.40000000000000002","1362","27","20.600000000000001","0.40000000000000002","216","10","3.2999999999999998","0.10000000000000001","1232","10","18.600000000000001","0.10000000000000001","640","9","9.6999999999999993","0.10000000000000001","239","8","3.6000000000000001","0.10000000000000001","181","7","2.7000000000000002","0.10000000000000001","629","19","9.5","0.29999999999999999"
NA,"Under 65 years","5571","4","4946","19","88.799999999999997","0.29999999999999999","3773","33","67.700000000000003","0.59999999999999998","3227","33","57.899999999999999","0.59999999999999998","538","14","9.6999999999999993","0.29999999999999999","148","9","2.7000000000000002","0.20000000000000001","1420","27","25.5","0.5","1223","26","21.899999999999999","0.5","158","9","2.7999999999999998","0.20000000000000001","219","9","3.8999999999999999","0.20000000000000001","56","4","1","0.10000000000000001","100","5","1.8","0.10000000000000001","94","6","1.7","0.10000000000000001","625","19","11.199999999999999","0.29999999999999999"
NA,"Under 19 years","1600","5","1530","8","95.599999999999994","0.5","928","16","58","1","807","17","50.399999999999999","1.1000000000000001","102","7","6.4000000000000004","0.40000000000000002","44","4","2.7000000000000002","0.29999999999999999","673","16","42.100000000000001","1","659","16","41.200000000000003","0.90000000000000002","68","6","4.2000000000000002","0.40000000000000002","15","3","1","0.20000000000000001","1","1","0.10000000000000001","Z","6","1","0.29999999999999999","0.10000000000000001","5","2","0.29999999999999999","0.10000000000000001","71","7","4.4000000000000004","0.5"
NA,"19 - 64 years","3971","6","3416","17","86","0.40000000000000002","2845","23","71.599999999999994","0.59999999999999998","2420","23","60.899999999999999","0.59999999999999998","435","11","11","0.29999999999999999","104","7","2.6000000000000001","0.20000000000000001","746","16","18.800000000000001","0.40000000000000002","564","15","14.199999999999999","0.40000000000000002","90","5","2.2999999999999998","0.10000000000000001","204","7","5.0999999999999996","0.20000000000000001","55","4","1.3999999999999999","0.10000000000000001","94","5","2.3999999999999999","0.10000000000000001","89","5","2.2000000000000002","0.10000000000000001","554","16","14","0.40000000000000002"
NA,"65 years and over","1041","3","1037","3","99.599999999999994","0.10000000000000001","609","9","58.399999999999999","0.80000000000000004","279","9","26.800000000000001","0.80000000000000004","357","8","34.299999999999997","0.80000000000000004","78","5","7.5","0.5","1013","4","97.299999999999997","0.29999999999999999","139","6","13.300000000000001","0.59999999999999998","58","4","5.5","0.40000000000000002","1012","4","97.200000000000003","0.29999999999999999","584","8","56.100000000000001","0.80000000000000004","139","6","13.300000000000001","0.59999999999999998","87","4","8.3000000000000007","0.40000000000000002","4","1","0.40000000000000002","0.10000000000000001"
"Texas","All persons","27837","4","23020","48","82.700000000000003","0.20000000000000001","17326","70","62.200000000000003","0.29999999999999999","14324","74","51.5","0.29999999999999999","3098","45","11.1","0.20000000000000001","822","22","3","0.10000000000000001","8053","52","28.899999999999999","0.20000000000000001","4767","50","17.100000000000001","0.20000000000000001","556","17","2","0.10000000000000001","3730","17","13.4","0.10000000000000001","1807","17","6.5","0.10000000000000001","722","15","2.6000000000000001","0.10000000000000001","591","14","2.1000000000000001","Z","4817","48","17.300000000000001","0.20000000000000001"
NA,"Under 65 years","24467","7","19713","46","80.599999999999994","0.20000000000000001","15523","66","63.399999999999999","0.29999999999999999","13317","71","54.399999999999999","0.29999999999999999","2234","41","9.0999999999999996","0.20000000000000001","560","19","2.2999999999999998","0.10000000000000001","4871","51","19.899999999999999","0.20000000000000001","4296","50","17.600000000000001","0.20000000000000001","415","15","1.7","0.10000000000000001","553","12","2.2999999999999998","0.10000000000000001","132","7","0.5","Z","251","10","1","Z","322","10","1.3","Z","4755","47","19.399999999999999","0.20000000000000001"
NA,"Under 19 years","7782","11","6947","28","89.299999999999997","0.29999999999999999","4103","39","52.700000000000003","0.5","3556","39","45.700000000000003","0.5","487","20","6.2999999999999998","0.29999999999999999","185","10","2.3999999999999999","0.10000000000000001","3037","39","39","0.5","3009","39","38.700000000000003","0.5","187","11","2.3999999999999999","0.10000000000000001","39","4","0.5","0.10000000000000001","3","1","Z","Z","19","3","0.20000000000000001","Z","12","3","0.20000000000000001","Z","835","27","10.699999999999999","0.29999999999999999"
NA,"19 - 64 years","16685","13","12765","35","76.5","0.20000000000000001","11419","41","68.400000000000006","0.20000000000000001","9761","45","58.5","0.29999999999999999","1747","29","10.5","0.20000000000000001","375","12","2.2000000000000002","0.10000000000000001","1834","26","11","0.20000000000000001","1286","23","7.7000000000000002","0.10000000000000001","228","9","1.3999999999999999","0.10000000000000001","514","12","3.1000000000000001","0.10000000000000001","129","7","0.80000000000000004","Z","232","9","1.3999999999999999","0.10000000000000001","310","9","1.8999999999999999","0.10000000000000001","3920","35","23.5","0.20000000000000001"
NA,"65 years and over","3370","5","3307","8","98.200000000000003","0.20000000000000001","1803","16","53.5","0.40000000000000002","1006","18","29.899999999999999","0.5","865","13","25.699999999999999","0.40000000000000002","262","9","7.7999999999999998","0.29999999999999999","3182","11","94.400000000000006","0.29999999999999999","472","11","14","0.29999999999999999","140","6","4.2000000000000002","0.20000000000000001","3177","11","94.299999999999997","0.29999999999999999","1675","16","49.700000000000003","0.5","472","11","14","0.29999999999999999","269","8","8","0.20000000000000001","62","6","1.8","0.20000000000000001"
"Utah","All persons","3076","1","2795","12","90.799999999999997","0.40000000000000002","2413","19","78.400000000000006","0.59999999999999998","1994","22","64.799999999999997","0.69999999999999996","450","16","14.6","0.5","69","6","2.2999999999999998","0.20000000000000001","657","14","21.399999999999999","0.5","333","13","10.800000000000001","0.40000000000000002","80","5","2.6000000000000001","0.20000000000000001","356","4","11.6","0.10000000000000001","206","5","6.7000000000000002","0.20000000000000001","50","4","1.6000000000000001","0.10000000000000001","48","3","1.6000000000000001","0.10000000000000001","282","12","9.1999999999999993","0.40000000000000002"
NA,"Under 65 years","2746","2","2468","12","89.900000000000006","0.40000000000000002","2210","18","80.5","0.59999999999999998","1882","21","68.5","0.80000000000000004","351","15","12.800000000000001","0.5","43","5","1.6000000000000001","0.20000000000000001","343","14","12.5","0.5","301","13","11","0.5","63","5","2.2999999999999998","0.20000000000000001","42","3","1.5","0.10000000000000001","15","2","0.5","0.10000000000000001","18","2","0.59999999999999998","0.10000000000000001","20","2","0.69999999999999996","0.10000000000000001","279","12","10.1","0.40000000000000002"
NA,"Under 19 years","973","3","901","6","92.700000000000003","0.59999999999999998","746","11","76.700000000000003","1.1000000000000001","648","13","66.599999999999994","1.3","99","8","10.199999999999999","0.80000000000000004","15","3","1.5","0.29999999999999999","189","10","19.399999999999999","1","187","10","19.199999999999999","1","32","4","3.2999999999999998","0.40000000000000002","2","1","0.20000000000000001","0.10000000000000001","1","Z","0.10000000000000001","Z","1","1","0.10000000000000001","0.10000000000000001","1","1","0.10000000000000001","0.10000000000000001","71","6","7.2999999999999998","0.59999999999999998"
NA,"19 - 64 years","1774","3","1566","9","88.299999999999997","0.5","1464","10","82.599999999999994","0.59999999999999998","1234","12","69.599999999999994","0.59999999999999998","252","10","14.199999999999999","0.59999999999999998","28","3","1.6000000000000001","0.20000000000000001","154","7","8.6999999999999993","0.40000000000000002","114","5","6.4000000000000004","0.29999999999999999","30","3","1.7","0.20000000000000001","40","3","2.2000000000000002","0.20000000000000001","14","2","0.80000000000000004","0.10000000000000001","17","2","1","0.10000000000000001","20","2","1.1000000000000001","0.10000000000000001","207","9","11.699999999999999","0.5"
NA,"65 years and over","330","2","327","2","99.099999999999994","0.29999999999999999","203","5","61.5","1.5","111","5","33.700000000000003","1.3999999999999999","100","4","30.199999999999999","1.3","27","3","8.0999999999999996","0.80000000000000004","315","3","95.400000000000006","0.59999999999999998","32","3","9.6999999999999993","0.80000000000000004","17","2","5.2000000000000002","0.59999999999999998","314","3","95.299999999999997","0.59999999999999998","191","5","57.799999999999997","1.3999999999999999","32","3","9.6999999999999993","0.80000000000000004","28","2","8.4000000000000004","0.69999999999999996","3","1","0.90000000000000002","0.29999999999999999"
"Vermont","All persons","618","Z","589","3","95.400000000000006","0.40000000000000002","411","8","66.5","1.3","327","8","53","1.3","92","5","14.9","0.90000000000000002","15","2","2.5","0.40000000000000002","273","7","44.200000000000003","1.1000000000000001","166","7","26.800000000000001","1.1000000000000001","25","3","4","0.40000000000000002","130","2","21.100000000000001","0.40000000000000002","75","3","12.1","0.40000000000000002","27","2","4.4000000000000004","0.40000000000000002","17","2","2.7000000000000002","0.29999999999999999","28","3","4.5999999999999996","0.40000000000000002"
NA,"Under 65 years","504","1","476","3","94.5","0.5","338","7","67.099999999999994","1.5","291","7","57.700000000000003","1.5","51","4","10.199999999999999","0.90000000000000002","9","2","1.8","0.40000000000000002","162","7","32.200000000000003","1.3999999999999999","150","7","29.800000000000001","1.3","18","2","3.7000000000000002","0.5","20","2","4","0.40000000000000002","5","1","1","0.20000000000000001","12","2","2.2999999999999998","0.40000000000000002","6","1","1.2","0.20000000000000001","28","3","5.5","0.5"
NA,"Under 19 years","127","2","125","1","98.400000000000006","0.59999999999999998","69","3","54.100000000000001","2.3999999999999999","62","3","49.100000000000001","2.2999999999999998","7","1","5.2999999999999998","1.1000000000000001","2","1","1.5","0.69999999999999996","64","3","50.700000000000003","2.2999999999999998","64","3","50.5","2.2999999999999998","8","2","6.4000000000000004","1.3","1","1","1.2","0.80000000000000004","Z","Z","0.20000000000000001","0.20000000000000001","1","1","0.90000000000000002","0.69999999999999996","Z","Z","0.10000000000000001","0.20000000000000001","2","1","1.6000000000000001","0.59999999999999998"
NA,"19 - 64 years","377","2","351","3","93.200000000000003","0.69999999999999996","269","6","71.5","1.5","228","6","60.600000000000001","1.6000000000000001","44","4","11.800000000000001","1","7","1","2","0.40000000000000002","98","5","26","1.3999999999999999","86","5","22.800000000000001","1.3999999999999999","10","1","2.7000000000000002","0.40000000000000002","18","2","4.9000000000000004","0.5","5","1","1.3","0.29999999999999999","11","2","2.7999999999999998","0.40000000000000002","6","1","1.5","0.29999999999999999","26","3","6.7999999999999998","0.69999999999999996"
NA,"65 years and over","114","1","113","1","99.599999999999994","0.29999999999999999","73","3","63.799999999999997","2.2000000000000002","37","3","32.100000000000001","2.2000000000000002","41","2","35.700000000000003","2","6","1","5.2000000000000002","1.2","110","1","97.099999999999994","0.69999999999999996","15","2","13.6","1.7","6","1","5.4000000000000004","1.1000000000000001","110","1","97","0.69999999999999996","70","3","61.200000000000003","2","15","2","13.6","1.7","11","1","9.6999999999999993","1","Z","Z","0.40000000000000002","0.29999999999999999"
"Virginia","All persons","8257","5","7528","22","91.200000000000003","0.29999999999999999","6293","34","76.200000000000003","0.40000000000000002","4920","35","59.600000000000001","0.40000000000000002","1229","23","14.9","0.29999999999999999","657","16","8","0.20000000000000001","2295","24","27.800000000000001","0.29999999999999999","975","22","11.800000000000001","0.29999999999999999","166","8","2","0.10000000000000001","1375","10","16.600000000000001","0.10000000000000001","874","11","10.6","0.10000000000000001","177","7","2.1000000000000001","0.10000000000000001","237","7","2.8999999999999999","0.10000000000000001","729","21","8.8000000000000007","0.29999999999999999"
NA,"Under 65 years","7013","6","6295","21","89.799999999999997","0.29999999999999999","5431","31","77.5","0.40000000000000002","4443","33","63.399999999999999","0.5","805","22","11.5","0.29999999999999999","496","16","7.0999999999999996","0.20000000000000001","1113","23","15.9","0.29999999999999999","863","21","12.300000000000001","0.29999999999999999","112","7","1.6000000000000001","0.10000000000000001","194","8","2.7999999999999998","0.10000000000000001","63","4","0.90000000000000002","0.10000000000000001","65","5","0.90000000000000002","0.10000000000000001","140","6","2","0.10000000000000001","718","21","10.199999999999999","0.29999999999999999"
NA,"Under 19 years","1983","6","1882","8","94.900000000000006","0.40000000000000002","1403","15","70.700000000000003","0.80000000000000004","1131","15","57","0.80000000000000004","166","9","8.4000000000000004","0.40000000000000002","168","9","8.5","0.5","542","15","27.399999999999999","0.69999999999999996","523","15","26.399999999999999","0.69999999999999996","55","5","2.7999999999999998","0.29999999999999999","17","3","0.90000000000000002","0.20000000000000001","7","2","0.40000000000000002","0.10000000000000001","4","1","0.20000000000000001","0.10000000000000001","8","2","0.40000000000000002","0.10000000000000001","101","7","5.0999999999999996","0.40000000000000002"
NA,"19 - 64 years","5030","9","4414","19","87.799999999999997","0.40000000000000002","4029","22","80.099999999999994","0.40000000000000002","3312","22","65.799999999999997","0.40000000000000002","639","15","12.699999999999999","0.29999999999999999","328","11","6.5","0.20000000000000001","571","13","11.300000000000001","0.29999999999999999","339","12","6.7000000000000002","0.20000000000000001","57","4","1.1000000000000001","0.10000000000000001","177","7","3.5","0.10000000000000001","56","4","1.1000000000000001","0.10000000000000001","61","4","1.2","0.10000000000000001","132","5","2.6000000000000001","0.10000000000000001","616","18","12.199999999999999","0.40000000000000002"
NA,"65 years and over","1244","4","1232","5","99.099999999999994","0.20000000000000001","862","9","69.299999999999997","0.80000000000000004","477","8","38.299999999999997","0.69999999999999996","423","8","34","0.69999999999999996","161","6","12.9","0.5","1182","6","95","0.40000000000000002","112","5","9","0.40000000000000002","54","4","4.2999999999999998","0.29999999999999999","1180","6","94.900000000000006","0.40000000000000002","811","10","65.200000000000003","0.80000000000000004","112","5","9","0.40000000000000002","97","4","7.7999999999999998","0.29999999999999999","12","3","0.90000000000000002","0.20000000000000001"
"Washington","All persons","7300","3","6854","15","93.900000000000006","0.20000000000000001","5169","34","70.799999999999997","0.5","4168","34","57.100000000000001","0.5","984","18","13.5","0.29999999999999999","317","13","4.2999999999999998","0.20000000000000001","2615","28","35.799999999999997","0.40000000000000002","1534","28","21","0.40000000000000002","231","11","3.2000000000000002","0.10000000000000001","1211","9","16.600000000000001","0.10000000000000001","709","9","9.6999999999999993","0.10000000000000001","209","8","2.8999999999999999","0.10000000000000001","193","8","2.6000000000000001","0.10000000000000001","446","15","6.0999999999999996","0.20000000000000001"
NA,"Under 65 years","6202","4","5763","15","92.900000000000006","0.20000000000000001","4466","32","72","0.5","3826","32","61.700000000000003","0.5","600","16","9.6999999999999993","0.29999999999999999","222","11","3.6000000000000001","0.20000000000000001","1560","27","25.199999999999999","0.40000000000000002","1403","27","22.600000000000001","0.40000000000000002","175","10","2.7999999999999998","0.20000000000000001","158","7","2.6000000000000001","0.10000000000000001","44","4","0.69999999999999996","0.10000000000000001","78","5","1.3","0.10000000000000001","98","7","1.6000000000000001","0.10000000000000001","439","15","7.0999999999999996","0.20000000000000001"
NA,"Under 19 years","1740","5","1694","7","97.400000000000006","0.29999999999999999","1093","17","62.799999999999997","1","937","17","53.899999999999999","0.90000000000000002","122","8","7","0.5","75","6","4.2999999999999998","0.29999999999999999","680","17","39.100000000000001","1","675","17","38.799999999999997","1","78","7","4.5","0.40000000000000002","9","2","0.5","0.10000000000000001","1","Z","0.10000000000000001","Z","4","2","0.20000000000000001","0.10000000000000001","2","1","0.10000000000000001","0.10000000000000001","46","5","2.6000000000000001","0.29999999999999999"
NA,"19 - 64 years","4462","7","4070","14","91.200000000000003","0.29999999999999999","3373","21","75.599999999999994","0.5","2888","21","64.700000000000003","0.5","478","12","10.699999999999999","0.29999999999999999","147","8","3.2999999999999998","0.20000000000000001","880","16","19.699999999999999","0.29999999999999999","728","15","16.300000000000001","0.29999999999999999","97","5","2.2000000000000002","0.10000000000000001","150","7","3.3999999999999999","0.10000000000000001","43","3","1","0.10000000000000001","73","5","1.6000000000000001","0.10000000000000001","96","6","2.2000000000000002","0.10000000000000001","392","13","8.8000000000000007","0.29999999999999999"
NA,"65 years and over","1098","3","1090","3","99.299999999999997","0.20000000000000001","702","9","64","0.80000000000000004","342","8","31.199999999999999","0.69999999999999996","384","8","35","0.80000000000000004","95","5","8.6999999999999993","0.5","1055","4","96.099999999999994","0.29999999999999999","132","5","12","0.5","56","4","5.0999999999999996","0.29999999999999999","1053","4","95.900000000000006","0.29999999999999999","666","9","60.600000000000001","0.80000000000000004","132","5","12","0.5","95","4","8.6999999999999993","0.40000000000000002","8","2","0.69999999999999996","0.20000000000000001"
"West Virginia","All persons","1787","1","1678","7","93.900000000000006","0.40000000000000002","1108","16","62","0.90000000000000002","937","16","52.399999999999999","0.90000000000000002","185","7","10.4","0.40000000000000002","37","4","2.1000000000000001","0.20000000000000001","852","14","47.600000000000001","0.80000000000000004","498","14","27.899999999999999","0.80000000000000004","63","6","3.5","0.29999999999999999","411","5","23","0.29999999999999999","231","6","12.9","0.29999999999999999","75","4","4.2000000000000002","0.20000000000000001","60","4","3.2999999999999998","0.20000000000000001","109","7","6.0999999999999996","0.40000000000000002"
NA,"Under 65 years","1445","2","1337","7","92.5","0.5","891","15","61.600000000000001","1","802","15","55.5","1","93","6","6.4000000000000004","0.40000000000000002","20","3","1.3999999999999999","0.20000000000000001","516","14","35.700000000000003","1","457","14","31.600000000000001","0.90000000000000002","46","5","3.2000000000000002","0.40000000000000002","76","4","5.2999999999999998","0.29999999999999999","19","2","1.3","0.10000000000000001","33","3","2.2999999999999998","0.20000000000000001","24","3","1.6000000000000001","0.20000000000000001","108","7","7.5","0.5"
NA,"Under 19 years","399","3","389","4","97.400000000000006","0.5","214","6","53.5","1.6000000000000001","196","6","49.100000000000001","1.6000000000000001","16","3","3.8999999999999999","0.59999999999999998","6","2","1.6000000000000001","0.5","196","8","49.100000000000001","1.8","196","8","49","1.8","21","4","5.2000000000000002","0.90000000000000002","1","Z","0.20000000000000001","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","1","Z","0.20000000000000001","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","11","2","2.6000000000000001","0.5"
NA,"19 - 64 years","1046","3","948","7","90.599999999999994","0.59999999999999998","677","11","64.700000000000003","1","606","11","58","1","77","5","7.4000000000000004","0.5","14","2","1.3","0.20000000000000001","320","9","30.600000000000001","0.80000000000000004","261","8","24.899999999999999","0.80000000000000004","25","3","2.3999999999999999","0.29999999999999999","75","4","7.2000000000000002","0.40000000000000002","19","2","1.8","0.20000000000000001","33","3","3.1000000000000001","0.29999999999999999","23","3","2.2000000000000002","0.29999999999999999","98","6","9.4000000000000004","0.59999999999999998"
