"Table with row headers in column A and column headers in rows 5 through 9","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
"District of Columbia","All persons","684","1","658","4","96.200000000000003","0.59999999999999998","479","8","70.099999999999994","1.2","398","10","58.200000000000003","1.5","105","7","15.4","1.1000000000000001","15","3","2.2999999999999998","0.5","247","7","36.100000000000001","1.1000000000000001","185","8","27","1.1000000000000001","25","4","3.6000000000000001","0.5","93","3","13.6","0.40000000000000002","51","3","7.4000000000000004","0.40000000000000002","34","3","5","0.5","10","2","1.3999999999999999","0.20000000000000001","26","4","3.7999999999999998","0.59999999999999998"
NA,"Under 65 years","602","1","577","4","95.799999999999997","0.69999999999999996","426","8","70.700000000000003","1.3","357","10","59.299999999999997","1.6000000000000001","86","6","14.199999999999999","1.1000000000000001","11","3","1.8999999999999999","0.5","171","7","28.399999999999999","1.2","162","7","26.899999999999999","1.2","17","3","2.7999999999999998","0.5","17","3","2.8999999999999999","0.5","3","1","0.5","0.20000000000000001","12","3","2","0.5","5","1","0.90000000000000002","0.20000000000000001","26","4","4.2000000000000002","0.69999999999999996"
NA,"Under 19 years","134","2","132","2","98.799999999999997","0.69999999999999996","74","4","55.200000000000003","2.7999999999999998","57","4","42.399999999999999","3.2999999999999998","16","3","11.9","2.5","4","2","3","1.3","64","4","48.299999999999997","2.7999999999999998","64","4","47.899999999999999","2.7999999999999998","6","2","4.5999999999999996","1.8","2","1","1.3999999999999999","1.1000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","1","1","1","1","Z","Z","0.10000000000000001","0.10000000000000001","2","1","1.2","0.69999999999999996"
NA,"19 - 64 years","469","2","445","4","94.900000000000006","0.80000000000000004","352","6","75.200000000000003","1.3","300","7","64.099999999999994","1.6000000000000001","70","5","14.9","1.1000000000000001","7","2","1.6000000000000001","0.29999999999999999","107","6","22.800000000000001","1.2","98","5","21","1.1000000000000001","11","2","2.2999999999999998","0.5","16","2","3.2999999999999998","0.5","3","1","0.59999999999999998","0.20000000000000001","11","2","2.2999999999999998","0.40000000000000002","5","1","1.1000000000000001","0.29999999999999999","24","4","5.0999999999999996","0.80000000000000004"
NA,"65 years and over","81","Z","81","1","99.400000000000006","0.5","53","2","65.200000000000003","2.7000000000000002","41","2","50.5","2.7999999999999998","19","2","23.800000000000001","2.8999999999999999","4","1","5.0999999999999996","1.5","76","1","93.200000000000003","1.6000000000000001","22","2","27.300000000000001","2.5","8","1","9.6999999999999993","1.6000000000000001","76","1","93.099999999999994","1.6000000000000001","48","2","58.899999999999999","2.6000000000000001","22","2","27.300000000000001","2.5","5","1","5.7000000000000002","1.3","Z","Z","0.59999999999999998","0.5"
"Florida","All persons","20679","3","18003","43","87.099999999999994","0.20000000000000001","12835","61","62.100000000000001","0.29999999999999999","9310","61","45","0.29999999999999999","3540","40","17.100000000000001","0.20000000000000001","749","21","3.6000000000000001","0.10000000000000001","7710","43","37.299999999999997","0.20000000000000001","3850","41","18.600000000000001","0.20000000000000001","519","17","2.5","0.10000000000000001","4494","16","21.699999999999999","0.10000000000000001","2098","22","10.1","0.10000000000000001","848","14","4.0999999999999996","0.10000000000000001","628","14","3","0.10000000000000001","2676","43","12.9","0.20000000000000001"
NA,"Under 65 years","16532","6","13905","43","84.099999999999994","0.29999999999999999","10731","57","64.900000000000006","0.29999999999999999","8293","58","50.200000000000003","0.40000000000000002","2377","37","14.4","0.20000000000000001","451","19","2.7000000000000002","0.10000000000000001","3738","42","22.600000000000001","0.29999999999999999","3249","41","19.699999999999999","0.20000000000000001","348","15","2.1000000000000001","0.10000000000000001","529","13","3.2000000000000002","0.10000000000000001","122","7","0.69999999999999996","Z","247","10","1.5","0.10000000000000001","258","10","1.6000000000000001","0.10000000000000001","2627","43","15.9","0.29999999999999999"
NA,"Under 19 years","4450","8","4126","17","92.700000000000003","0.29999999999999999","2334","27","52.5","0.59999999999999998","1838","27","41.299999999999997","0.59999999999999998","434","16","9.8000000000000007","0.40000000000000002","131","9","2.8999999999999999","0.20000000000000001","1935","28","43.5","0.59999999999999998","1916","28","43","0.59999999999999998","141","10","3.2000000000000002","0.20000000000000001","33","5","0.69999999999999996","0.10000000000000001","4","1","0.10000000000000001","Z","16","3","0.40000000000000002","0.10000000000000001","5","2","0.10000000000000001","Z","325","15","7.2999999999999998","0.29999999999999999"
NA,"19 - 64 years","12082","10","9780","36","80.900000000000006","0.29999999999999999","8396","42","69.5","0.29999999999999999","6455","43","53.399999999999999","0.40000000000000002","1943","30","16.100000000000001","0.20000000000000001","320","13","2.6000000000000001","0.10000000000000001","1803","28","14.9","0.20000000000000001","1333","24","11","0.20000000000000001","208","9","1.7","0.10000000000000001","496","13","4.0999999999999996","0.10000000000000001","118","7","1","0.10000000000000001","231","10","1.8999999999999999","0.10000000000000001","253","10","2.1000000000000001","0.10000000000000001","2302","34","19.100000000000001","0.29999999999999999"
NA,"65 years and over","4147","5","4097","7","98.799999999999997","0.10000000000000001","2104","22","50.700000000000003","0.5","1017","18","24.5","0.40000000000000002","1163","18","28","0.40000000000000002","298","9","7.2000000000000002","0.20000000000000001","3972","10","95.799999999999997","0.20000000000000001","602","13","14.5","0.29999999999999999","171","7","4.0999999999999996","0.20000000000000001","3965","9","95.599999999999994","0.20000000000000001","1976","21","47.700000000000003","0.5","602","13","14.5","0.29999999999999999","370","9","8.9000000000000004","0.20000000000000001","49","5","1.2","0.10000000000000001"
"Georgia","All persons","10242","3","8866","29","86.599999999999994","0.29999999999999999","6774","46","66.099999999999994","0.5","5497","44","53.700000000000003","0.40000000000000002","1275","28","12.4","0.29999999999999999","416","16","4.0999999999999996","0.20000000000000001","3146","32","30.699999999999999","0.29999999999999999","1780","31","17.399999999999999","0.29999999999999999","273","12","2.7000000000000002","0.10000000000000001","1591","13","15.5","0.10000000000000001","820","13","8","0.10000000000000001","331","10","3.2000000000000002","0.10000000000000001","241","10","2.3999999999999999","0.10000000000000001","1375","29","13.4","0.29999999999999999"
NA,"Under 65 years","8869","5","7505","29","84.599999999999994","0.29999999999999999","5983","44","67.5","0.5","5043","42","56.899999999999999","0.5","900","25","10.1","0.29999999999999999","303","14","3.3999999999999999","0.20000000000000001","1824","32","20.600000000000001","0.40000000000000002","1570","31","17.699999999999999","0.29999999999999999","190","11","2.1000000000000001","0.10000000000000001","271","11","3.1000000000000001","0.10000000000000001","70","5","0.80000000000000004","0.10000000000000001","121","8","1.3999999999999999","0.10000000000000001","130","7","1.5","0.10000000000000001","1365","29","15.4","0.29999999999999999"
NA,"Under 19 years","2671","7","2471","13","92.5","0.40000000000000002","1511","24","56.600000000000001","0.90000000000000002","1294","24","48.5","0.90000000000000002","173","10","6.5","0.40000000000000002","102","8","3.7999999999999998","0.29999999999999999","1044","25","39.100000000000001","0.90000000000000002","1022","26","38.299999999999997","1","81","7","3","0.29999999999999999","27","4","1","0.20000000000000001","3","1","0.10000000000000001","Z","8","2","0.29999999999999999","0.10000000000000001","4","1","0.10000000000000001","0.10000000000000001","200","12","7.5","0.40000000000000002"
NA,"19 - 64 years","6199","8","5033","24","81.200000000000003","0.40000000000000002","4473","27","72.200000000000003","0.40000000000000002","3749","27","60.5","0.40000000000000002","727","18","11.699999999999999","0.29999999999999999","201","11","3.2000000000000002","0.20000000000000001","780","18","12.6","0.29999999999999999","548","16","8.8000000000000007","0.29999999999999999","110","6","1.8","0.10000000000000001","243","9","3.8999999999999999","0.10000000000000001","67","5","1.1000000000000001","0.10000000000000001","113","7","1.8","0.10000000000000001","126","7","2","0.10000000000000001","1165","24","18.800000000000001","0.40000000000000002"
NA,"65 years and over","1372","4","1362","5","99.299999999999997","0.20000000000000001","791","11","57.600000000000001","0.80000000000000004","454","10","33.100000000000001","0.69999999999999996","375","10","27.300000000000001","0.69999999999999996","113","6","8.1999999999999993","0.5","1322","6","96.400000000000006","0.29999999999999999","210","6","15.300000000000001","0.40000000000000002","83","4","6","0.29999999999999999","1321","6","96.200000000000003","0.29999999999999999","751","11","54.700000000000003","0.80000000000000004","210","6","15.300000000000001","0.40000000000000002","112","6","8.0999999999999996","0.40000000000000002","10","2","0.69999999999999996","0.20000000000000001"
"Hawaii","All persons","1373","2","1320","5","96.200000000000003","0.40000000000000002","1057","13","77","0.90000000000000002","870","15","63.299999999999997","1","167","8","12.199999999999999","0.59999999999999998","124","7","9","0.5","483","10","35.200000000000003","0.69999999999999996","245","10","17.899999999999999","0.69999999999999996","46","5","3.2999999999999998","0.29999999999999999","255","3","18.600000000000001","0.20000000000000001","174","4","12.699999999999999","0.29999999999999999","33","3","2.3999999999999999","0.20000000000000001","37","3","2.7000000000000002","0.20000000000000001","53","5","3.7999999999999998","0.40000000000000002"
NA,"Under 65 years","1124","3","1072","5","95.400000000000006","0.40000000000000002","880","12","78.299999999999997","1","742","13","66","1.2","105","7","9.3000000000000007","0.59999999999999998","100","7","8.9000000000000004","0.59999999999999998","246","10","21.899999999999999","0.90000000000000002","220","10","19.5","0.90000000000000002","35","4","3.1000000000000001","0.40000000000000002","19","2","1.7","0.20000000000000001","8","2","0.69999999999999996","0.10000000000000001","8","1","0.69999999999999996","0.10000000000000001","17","2","1.6000000000000001","0.20000000000000001","52","5","4.5999999999999996","0.40000000000000002"
NA,"Under 19 years","321","2","314","2","97.799999999999997","0.5","223","6","69.599999999999994","1.8999999999999999","177","6","55.200000000000003","1.8999999999999999","21","3","6.5","0.90000000000000002","43","3","13.5","1.1000000000000001","107","6","33.5","1.8","106","6","33.100000000000001","1.8","16","3","5.0999999999999996","1","1","1","0.40000000000000002","0.20000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","1","Z","0.20000000000000001","0.10000000000000001","1","Z","0.20000000000000001","0.10000000000000001","7","2","2.2000000000000002","0.5"
NA,"19 - 64 years","803","3","758","5","94.5","0.5","656","8","81.799999999999997","0.90000000000000002","564","9","70.299999999999997","1.1000000000000001","84","6","10.5","0.69999999999999996","57","4","7.0999999999999996","0.5","138","6","17.199999999999999","0.80000000000000004","113","6","14.1","0.80000000000000004","19","2","2.3999999999999999","0.29999999999999999","17","2","2.2000000000000002","0.29999999999999999","8","2","1","0.20000000000000001","7","1","0.90000000000000002","0.20000000000000001","17","2","2.1000000000000001","0.20000000000000001","45","4","5.5","0.5"
NA,"65 years and over","249","1","248","1","99.5","0.20000000000000001","177","4","71.099999999999994","1.5","128","4","51.5","1.6000000000000001","62","3","24.899999999999999","1.3999999999999999","24","3","9.4000000000000004","1","237","2","95","0.69999999999999996","26","2","10.300000000000001","1","11","1","4.2000000000000002","0.59999999999999998","237","2","94.900000000000006","0.69999999999999996","166","4","66.599999999999994","1.6000000000000001","26","2","10.300000000000001","1","19","2","7.7000000000000002","0.80000000000000004","1","1","0.5","0.20000000000000001"
"Idaho","All persons","1695","1","1523","9","89.900000000000006","0.5","1184","14","69.799999999999997","0.80000000000000004","895","19","52.799999999999997","1.1000000000000001","288","12","17","0.69999999999999996","59","6","3.5","0.40000000000000002","567","13","33.5","0.80000000000000004","306","12","18","0.69999999999999996","60","6","3.6000000000000001","0.40000000000000002","295","4","17.399999999999999","0.29999999999999999","171","5","10.1","0.29999999999999999","54","4","3.2000000000000002","0.29999999999999999","53","4","3.2000000000000002","0.20000000000000001","172","9","10.1","0.5"
NA,"Under 65 years","1437","2","1265","9","88.099999999999994","0.59999999999999998","1020","14","71","0.90000000000000002","831","18","57.899999999999999","1.2","184","10","12.800000000000001","0.69999999999999996","35","5","2.5","0.40000000000000002","315","13","22","0.90000000000000002","276","12","19.199999999999999","0.90000000000000002","46","6","3.2000000000000002","0.40000000000000002","43","4","3","0.29999999999999999","14","2","1","0.20000000000000001","24","3","1.7","0.20000000000000001","25","3","1.7","0.20000000000000001","171","9","11.9","0.59999999999999998"
NA,"Under 19 years","472","3","450","5","95.400000000000006","0.69999999999999996","293","9","62","1.8","244","9","51.799999999999997","2","43","5","9","1.1000000000000001","11","4","2.3999999999999999","0.69999999999999996","182","9","38.600000000000001","1.8999999999999999","181","9","38.299999999999997","1.8999999999999999","24","4","5.0999999999999996","0.80000000000000004","3","1","0.69999999999999996","0.20000000000000001","1","1","0.29999999999999999","0.20000000000000001","2","1","0.5","0.20000000000000001","1","1","0.29999999999999999","0.20000000000000001","22","3","4.5999999999999996","0.69999999999999996"
NA,"19 - 64 years","965","4","815","8","84.5","0.80000000000000004","727","9","75.400000000000006","0.90000000000000002","587","11","60.899999999999999","1.1000000000000001","141","8","14.6","0.80000000000000004","24","3","2.5","0.40000000000000002","133","7","13.800000000000001","0.80000000000000004","95","7","9.9000000000000004","0.69999999999999996","22","3","2.2999999999999998","0.29999999999999999","40","4","4.2000000000000002","0.40000000000000002","12","2","1.3","0.20000000000000001","22","3","2.2999999999999998","0.29999999999999999","23","3","2.3999999999999999","0.29999999999999999","150","7","15.5","0.80000000000000004"
NA,"65 years and over","259","2","258","2","99.799999999999997","0.20000000000000001","164","5","63.399999999999999","1.8999999999999999","63","4","24.399999999999999","1.6000000000000001","105","5","40.5","1.8999999999999999","24","3","9.3000000000000007","1.1000000000000001","252","2","97.400000000000006","0.59999999999999998","30","3","11.5","1.1000000000000001","14","2","5.5999999999999996","0.80000000000000004","252","2","97.299999999999997","0.59999999999999998","158","5","61","2","30","3","11.5","1.1000000000000001","29","2","11.199999999999999","0.90000000000000002","1","Z","0.20000000000000001","0.20000000000000001"
"Illinois","All persons","12620","2","11761","23","93.200000000000003","0.20000000000000001","8822","49","69.900000000000006","0.40000000000000002","7404","51","58.700000000000003","0.40000000000000002","1655","21","13.1","0.20000000000000001","143","8","1.1000000000000001","0.10000000000000001","4315","38","34.200000000000003","0.29999999999999999","2521","38","20","0.29999999999999999","272","12","2.2000000000000002","0.10000000000000001","2049","10","16.199999999999999","0.10000000000000001","1149","13","9.0999999999999996","0.10000000000000001","324","10","2.6000000000000001","0.10000000000000001","210","6","1.7","Z","859","23","6.7999999999999998","0.20000000000000001"
NA,"Under 65 years","10739","4","9898","22","92.200000000000003","0.20000000000000001","7670","48","71.400000000000006","0.40000000000000002","6789","49","63.200000000000003","0.5","1008","18","9.4000000000000004","0.20000000000000001","93","7","0.90000000000000002","0.10000000000000001","2525","38","23.5","0.29999999999999999","2307","38","21.5","0.40000000000000002","201","10","1.8999999999999999","0.10000000000000001","261","8","2.3999999999999999","0.10000000000000001","71","4","0.69999999999999996","Z","110","6","1","0.10000000000000001","84","4","0.80000000000000004","Z","841","23","7.7999999999999998","0.20000000000000001"
NA,"Under 19 years","3069","6","2980","9","97.099999999999994","0.20000000000000001","1918","23","62.5","0.69999999999999996","1752","21","57.100000000000001","0.69999999999999996","180","8","5.9000000000000004","0.29999999999999999","25","4","0.80000000000000004","0.10000000000000001","1160","23","37.799999999999997","0.80000000000000004","1152","23","37.5","0.80000000000000004","96","8","3.1000000000000001","0.29999999999999999","12","2","0.40000000000000002","0.10000000000000001","2","1","0.10000000000000001","Z","6","1","0.20000000000000001","Z","2","1","0.10000000000000001","Z","89","7","2.8999999999999999","0.20000000000000001"
NA,"19 - 64 years","7669","7","6917","20","90.200000000000003","0.29999999999999999","5753","29","75","0.40000000000000002","5037","33","65.700000000000003","0.40000000000000002","828","16","10.800000000000001","0.20000000000000001","67","5","0.90000000000000002","0.10000000000000001","1365","20","17.800000000000001","0.29999999999999999","1155","20","15.1","0.29999999999999999","104","5","1.3999999999999999","0.10000000000000001","249","8","3.2000000000000002","0.10000000000000001","70","4","0.90000000000000002","0.10000000000000001","104","6","1.3999999999999999","0.10000000000000001","82","4","1.1000000000000001","0.10000000000000001","752","20","9.8000000000000007","0.29999999999999999"
NA,"65 years and over","1881","3","1863","5","99","0.10000000000000001","1152","12","61.200000000000003","0.59999999999999998","615","10","32.700000000000003","0.5","647","11","34.399999999999999","0.59999999999999998","50","4","2.7000000000000002","0.20000000000000001","1790","6","95.099999999999994","0.29999999999999999","214","8","11.4","0.40000000000000002","71","4","3.7999999999999998","0.20000000000000001","1787","6","95","0.29999999999999999","1077","12","57.299999999999997","0.59999999999999998","214","8","11.4","0.40000000000000002","126","4","6.7000000000000002","0.20000000000000001","18","3","1","0.10000000000000001"
"Indiana","All persons","6568","1","6032","18","91.799999999999997","0.29999999999999999","4644","31","70.700000000000003","0.5","3876","33","59","0.5","882","17","13.4","0.29999999999999999","101","7","1.5","0.10000000000000001","2198","26","33.5","0.40000000000000002","1181","25","18","0.40000000000000002","175","9","2.7000000000000002","0.10000000000000001","1141","9","17.399999999999999","0.10000000000000001","657","9","10","0.10000000000000001","180","6","2.7000000000000002","0.10000000000000001","151","6","2.2999999999999998","0.10000000000000001","536","18","8.1999999999999993","0.29999999999999999"
NA,"Under 65 years","5581","4","5050","18","90.5","0.29999999999999999","4014","30","71.900000000000006","0.5","3579","32","64.099999999999994","0.59999999999999998","498","15","8.9000000000000004","0.29999999999999999","64","6","1.1000000000000001","0.10000000000000001","1239","26","22.199999999999999","0.5","1086","25","19.5","0.40000000000000002","133","8","2.3999999999999999","0.10000000000000001","183","8","3.2999999999999998","0.20000000000000001","50","4","0.90000000000000002","0.10000000000000001","84","5","1.5","0.10000000000000001","67","4","1.2","0.10000000000000001","531","17","9.5","0.29999999999999999"
NA,"Under 19 years","1670","5","1565","9","93.700000000000003","0.5","1056","16","63.200000000000003","1","961","17","57.5","1","100","7","6","0.40000000000000002","20","3","1.2","0.20000000000000001","576","16","34.5","0.90000000000000002","571","16","34.200000000000003","0.90000000000000002","67","6","4","0.29999999999999999","9","3","0.5","0.20000000000000001","1","1","0.10000000000000001","Z","4","2","0.29999999999999999","0.10000000000000001","1","1","0.10000000000000001","Z","106","8","6.2999999999999998","0.5"
NA,"19 - 64 years","3910","6","3485","14","89.099999999999994","0.29999999999999999","2958","20","75.599999999999994","0.5","2618","21","67","0.5","397","11","10.199999999999999","0.29999999999999999","44","4","1.1000000000000001","0.10000000000000001","662","15","16.899999999999999","0.40000000000000002","515","13","13.199999999999999","0.29999999999999999","67","4","1.7","0.10000000000000001","174","8","4.4000000000000004","0.20000000000000001","48","4","1.2","0.10000000000000001","80","5","2","0.10000000000000001","66","4","1.7","0.10000000000000001","425","13","10.9","0.29999999999999999"
NA,"65 years and over","988","3","982","4","99.400000000000006","0.20000000000000001","630","9","63.799999999999997","0.80000000000000004","297","7","30","0.69999999999999996","384","8","38.899999999999999","0.80000000000000004","37","3","3.7000000000000002","0.29999999999999999","959","4","97.099999999999994","0.29999999999999999","96","4","9.6999999999999993","0.40000000000000002","42","3","4.2000000000000002","0.29999999999999999","959","4","97.099999999999994","0.29999999999999999","607","9","61.5","0.80000000000000004","96","4","9.6999999999999993","0.40000000000000002","84","4","8.5","0.40000000000000002","6","2","0.59999999999999998","0.20000000000000001"
"Iowa","All persons","3102","1","2956","8","95.299999999999997","0.29999999999999999","2351","17","75.799999999999997","0.5","1885","19","60.799999999999997","0.59999999999999998","523","11","16.899999999999999","0.40000000000000002","52","5","1.7","0.20000000000000001","1050","14","33.899999999999999","0.5","562","14","18.100000000000001","0.5","117","7","3.7999999999999998","0.20000000000000001","552","5","17.800000000000001","0.20000000000000001","346","5","11.1","0.20000000000000001","85","5","2.7000000000000002","0.10000000000000001","74","4","2.3999999999999999","0.10000000000000001","146","8","4.7000000000000002","0.29999999999999999"
NA,"Under 65 years","2602","2","2458","8","94.5","0.29999999999999999","2013","16","77.400000000000006","0.59999999999999998","1764","19","67.799999999999997","0.69999999999999996","282","10","10.800000000000001","0.40000000000000002","33","4","1.3","0.20000000000000001","562","14","21.600000000000001","0.5","515","13","19.800000000000001","0.5","91","6","3.5","0.20000000000000001","64","4","2.5","0.20000000000000001","19","2","0.69999999999999996","0.10000000000000001","38","3","1.5","0.10000000000000001","26","2","1","0.10000000000000001","144","8","5.5","0.29999999999999999"
NA,"Under 19 years","776","4","752","5","96.900000000000006","0.40000000000000002","538","9","69.400000000000006","1.2","478","9","61.600000000000001","1.1000000000000001","61","4","7.7999999999999998","0.5","13","3","1.6000000000000001","0.40000000000000002","263","9","33.899999999999999","1.2","262","9","33.700000000000003","1.2","49","5","6.2999999999999998","0.59999999999999998","2","1","0.29999999999999999","0.10000000000000001","1","Z","0.10000000000000001","Z","1","1","0.20000000000000001","0.10000000000000001","1","Z","0.10000000000000001","0.10000000000000001","24","3","3.1000000000000001","0.40000000000000002"
NA,"19 - 64 years","1826","4","1706","8","93.400000000000006","0.40000000000000002","1475","11","80.799999999999997","0.59999999999999998","1286","13","70.400000000000006","0.69999999999999996","221","8","12.1","0.40000000000000002","21","2","1.1000000000000001","0.10000000000000001","299","9","16.399999999999999","0.5","254","8","13.9","0.40000000000000002","42","3","2.2999999999999998","0.20000000000000001","62","4","3.3999999999999999","0.20000000000000001","18","2","1","0.10000000000000001","37","3","2","0.20000000000000001","25","2","1.3999999999999999","0.10000000000000001","120","6","6.5999999999999996","0.40000000000000002"
NA,"65 years and over","500","2","499","2","99.599999999999994","0.20000000000000001","338","5","67.5","0.90000000000000002","121","5","24.199999999999999","0.90000000000000002","241","5","48.200000000000003","1.1000000000000001","18","2","3.7000000000000002","0.40000000000000002","488","2","97.599999999999994","0.29999999999999999","46","3","9.1999999999999993","0.59999999999999998","25","2","5.0999999999999996","0.5","488","2","97.5","0.29999999999999999","327","5","65.400000000000006","0.90000000000000002","46","3","9.1999999999999993","0.59999999999999998","49","3","9.6999999999999993","0.59999999999999998","2","1","0.40000000000000002","0.20000000000000001"
"Kansas","All persons","2855","2","2606","11","91.299999999999997","0.40000000000000002","2129","16","74.5","0.59999999999999998","1672","16","58.600000000000001","0.59999999999999998","476","11","16.699999999999999","0.40000000000000002","112","7","3.8999999999999999","0.20000000000000001","844","10","29.600000000000001","0.40000000000000002","401","11","14.1","0.40000000000000002","76","5","2.7000000000000002","0.20000000000000001","484","5","16.899999999999999","0.20000000000000001","296","5","10.4","0.20000000000000001","72","4","2.5","0.20000000000000001","77","4","2.7000000000000002","0.10000000000000001","249","11","8.6999999999999993","0.40000000000000002"
NA,"Under 65 years","2427","3","2179","11","89.799999999999997","0.40000000000000002","1842","15","75.900000000000006","0.59999999999999998","1569","16","64.599999999999994","0.69999999999999996","276","10","11.4","0.40000000000000002","84","6","3.5","0.29999999999999999","427","10","17.600000000000001","0.40000000000000002","359","11","14.800000000000001","0.40000000000000002","56","5","2.2999999999999998","0.20000000000000001","67","4","2.7999999999999998","0.20000000000000001","20","2","0.80000000000000004","0.10000000000000001","30","3","1.2","0.10000000000000001","37","3","1.5","0.10000000000000001","248","11","10.199999999999999","0.40000000000000002"
NA,"Under 19 years","755","4","716","6","94.799999999999997","0.59999999999999998","505","9","66.900000000000006","1.2","430","10","56.899999999999999","1.2","61","5","8.0999999999999996","0.59999999999999998","33","4","4.4000000000000004","0.5","239","8","31.699999999999999","1.1000000000000001","236","8","31.199999999999999","1.1000000000000001","28","3","3.6000000000000001","0.40000000000000002","5","2","0.69999999999999996","0.20000000000000001","1","1","0.10000000000000001","0.10000000000000001","2","1","0.29999999999999999","0.20000000000000001","1","1","0.20000000000000001","0.10000000000000001","39","4","5.2000000000000002","0.59999999999999998"
NA,"19 - 64 years","1672","5","1463","9","87.5","0.5","1337","10","80","0.59999999999999998","1139","11","68.099999999999994","0.59999999999999998","215","7","12.9","0.40000000000000002","51","4","3","0.20000000000000001","188","7","11.199999999999999","0.40000000000000002","124","6","7.4000000000000004","0.40000000000000002","28","3","1.7","0.20000000000000001","62","4","3.7000000000000002","0.20000000000000001","19","2","1.1000000000000001","0.10000000000000001","28","3","1.7","0.20000000000000001","36","3","2.1000000000000001","0.20000000000000001","209","9","12.5","0.5"
NA,"65 years and over","428","2","427","2","99.700000000000003","0.10000000000000001","286","4","66.799999999999997","1","103","4","24.100000000000001","1","200","5","46.799999999999997","1.2","28","2","6.5","0.5","417","3","97.400000000000006","0.40000000000000002","42","3","9.8000000000000007","0.80000000000000004","21","2","4.7999999999999998","0.5","417","3","97.299999999999997","0.40000000000000002","276","4","64.5","1","42","3","9.8000000000000007","0.80000000000000004","40","2","9.4000000000000004","0.5","1","1","0.29999999999999999","0.10000000000000001"
"Kentucky","All persons","4371","2","4136","13","94.599999999999994","0.29999999999999999","2821","29","64.5","0.69999999999999996","2328","26","53.299999999999997","0.59999999999999998","524","13","12","0.29999999999999999","123","7","2.7999999999999998","0.20000000000000001","1890","24","43.200000000000003","0.5","1179","24","27","0.59999999999999998","144","7","3.2999999999999998","0.20000000000000001","853","8","19.5","0.20000000000000001","453","8","10.4","0.20000000000000001","182","8","4.2000000000000002","0.20000000000000001","129","6","3","0.10000000000000001","235","12","5.4000000000000004","0.29999999999999999"
NA,"Under 65 years","3686","3","3452","13","93.700000000000003","0.29999999999999999","2398","26","65.099999999999994","0.69999999999999996","2098","23","56.899999999999999","0.59999999999999998","294","11","8","0.29999999999999999","81","6","2.2000000000000002","0.20000000000000001","1221","25","33.100000000000001","0.69999999999999996","1083","24","29.399999999999999","0.59999999999999998","107","6","2.8999999999999999","0.20000000000000001","184","7","5","0.20000000000000001","44","3","1.2","0.10000000000000001","86","6","2.2999999999999998","0.20000000000000001","55","5","1.5","0.10000000000000001","234","12","6.2999999999999998","0.29999999999999999"
NA,"Under 19 years","1079","4","1038","8","96.200000000000003","0.59999999999999998","608","14","56.399999999999999","1.3","538","13","49.899999999999999","1.2","58","5","5.4000000000000004","0.5","26","3","2.3999999999999999","0.29999999999999999","475","14","44","1.3","469","14","43.5","1.3","43","4","4","0.40000000000000002","12","2","1.1000000000000001","0.20000000000000001","1","1","0.10000000000000001","0.10000000000000001","8","2","0.69999999999999996","0.20000000000000001","2","1","0.20000000000000001","0.10000000000000001","41","7","3.7999999999999998","0.59999999999999998"
NA,"19 - 64 years","2607","4","2414","10","92.599999999999994","0.29999999999999999","1790","16","68.599999999999994","0.59999999999999998","1560","15","59.799999999999997","0.59999999999999998","237","9","9.0999999999999996","0.29999999999999999","55","4","2.1000000000000001","0.20000000000000001","746","14","28.600000000000001","0.5","614","13","23.600000000000001","0.5","63","4","2.3999999999999999","0.20000000000000001","172","7","6.5999999999999996","0.29999999999999999","43","3","1.6000000000000001","0.10000000000000001","78","5","3","0.20000000000000001","53","4","2","0.20000000000000001","193","8","7.4000000000000004","0.29999999999999999"
NA,"65 years and over","685","3","683","3","99.799999999999997","0.10000000000000001","423","8","61.799999999999997","1","230","7","33.5","1","230","6","33.5","0.80000000000000004","42","4","6.0999999999999996","0.5","670","3","97.799999999999997","0.29999999999999999","96","5","14","0.69999999999999996","37","3","5.4000000000000004","0.40000000000000002","669","3","97.599999999999994","0.29999999999999999","409","7","59.700000000000003","1","96","5","14","0.69999999999999996","74","4","10.800000000000001","0.59999999999999998","2","1","0.20000000000000001","0.10000000000000001"
"Louisiana","All persons","4580","2","4198","13","91.599999999999994","0.29999999999999999","2760","30","60.299999999999997","0.69999999999999996","2247","27","49.100000000000001","0.59999999999999998","550","17","12","0.40000000000000002","125","8","2.7000000000000002","0.20000000000000001","1952","25","42.600000000000001","0.5","1307","23","28.5","0.5","168","10","3.7000000000000002","0.20000000000000001","796","8","17.399999999999999","0.20000000000000001","377","9","8.1999999999999993","0.20000000000000001","190","8","4.0999999999999996","0.20000000000000001","102","7","2.2000000000000002","0.20000000000000001","383","13","8.4000000000000004","0.29999999999999999"
