"Table with row headers in column A and column headers in rows 5 through 9","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
NA,"Under 65 years","3857","4","3498","14","90.700000000000003","0.40000000000000002","2318","27","60.100000000000001","0.69999999999999996","1982","28","51.399999999999999","0.69999999999999996","347","15","9","0.40000000000000002","90","8","2.2999999999999998","0.20000000000000001","1353","26","35.100000000000001","0.69999999999999996","1233","25","32","0.59999999999999998","126","8","3.2999999999999998","0.20000000000000001","158","8","4.0999999999999996","0.20000000000000001","34","3","0.90000000000000002","0.10000000000000001","77","6","2","0.20000000000000001","52","4","1.3","0.10000000000000001","359","14","9.3000000000000007","0.40000000000000002"
NA,"Under 19 years","1160","4","1121","6","96.599999999999994","0.40000000000000002","557","13","48","1.2","483","13","41.600000000000001","1.1000000000000001","65","6","5.5999999999999996","0.5","30","4","2.6000000000000001","0.29999999999999999","619","13","53.299999999999997","1","615","13","53","1.1000000000000001","54","5","4.5999999999999996","0.40000000000000002","7","2","0.59999999999999998","0.10000000000000001","1","1","0.10000000000000001","0.10000000000000001","4","1","0.29999999999999999","0.10000000000000001","1","Z","0.10000000000000001","Z","39","4","3.3999999999999999","0.40000000000000002"
NA,"19 - 64 years","2697","6","2377","13","88.099999999999994","0.40000000000000002","1761","18","65.299999999999997","0.69999999999999996","1499","20","55.600000000000001","0.69999999999999996","282","11","10.4","0.40000000000000002","60","5","2.2000000000000002","0.20000000000000001","734","17","27.199999999999999","0.59999999999999998","618","16","22.899999999999999","0.59999999999999998","72","5","2.7000000000000002","0.20000000000000001","151","7","5.5999999999999996","0.29999999999999999","33","3","1.2","0.10000000000000001","74","6","2.7000000000000002","0.20000000000000001","51","4","1.8999999999999999","0.20000000000000001","320","12","11.9","0.40000000000000002"
NA,"65 years and over","699","3","694","4","99.400000000000006","0.20000000000000001","376","7","53.799999999999997","1","219","7","31.399999999999999","1","186","7","26.699999999999999","1.1000000000000001","41","4","5.9000000000000004","0.59999999999999998","670","4","95.900000000000006","0.40000000000000002","106","5","15.199999999999999","0.69999999999999996","33","3","4.7999999999999998","0.40000000000000002","669","4","95.700000000000003","0.40000000000000002","351","8","50.299999999999997","1.1000000000000001","106","5","15.199999999999999","0.69999999999999996","54","3","7.7000000000000002","0.40000000000000002","4","2","0.59999999999999998","0.20000000000000001"
"Maine","All persons","1323","1","1217","6","92","0.5","927","11","70.099999999999994","0.90000000000000002","732","13","55.299999999999997","0.90000000000000002","203","8","15.300000000000001","0.59999999999999998","42","4","3.2000000000000002","0.29999999999999999","494","10","37.299999999999997","0.69999999999999996","245","9","18.5","0.69999999999999996","52","4","3.8999999999999999","0.29999999999999999","306","4","23.100000000000001","0.29999999999999999","163","5","12.300000000000001","0.40000000000000002","76","4","5.7999999999999998","0.29999999999999999","53","3","4","0.20000000000000001","106","6","8","0.5"
NA,"Under 65 years","1056","1","950","6","90","0.59999999999999998","767","10","72.700000000000003","0.90000000000000002","654","11","62","1","114","7","10.800000000000001","0.59999999999999998","22","3","2.1000000000000001","0.29999999999999999","234","9","22.100000000000001","0.90000000000000002","200","9","18.899999999999999","0.80000000000000004","34","4","3.2000000000000002","0.29999999999999999","46","3","4.2999999999999998","0.29999999999999999","10","1","1","0.10000000000000001","30","3","2.8999999999999999","0.20000000000000001","23","3","2.2000000000000002","0.29999999999999999","106","6","10","0.59999999999999998"
NA,"Under 19 years","264","2","250","3","94.5","0.80000000000000004","176","5","66.700000000000003","1.8","156","5","59.200000000000003","1.8999999999999999","19","3","7.2000000000000002","1","4","1","1.6000000000000001","0.40000000000000002","87","5","32.899999999999999","1.8","86","5","32.5","1.8","13","2","4.7999999999999998","0.90000000000000002","1","Z","0.40000000000000002","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","1","Z","0.29999999999999999","0.10000000000000001","1","Z","0.29999999999999999","0.20000000000000001","15","2","5.5","0.80000000000000004"
NA,"19 - 64 years","792","2","700","6","88.5","0.80000000000000004","591","8","74.700000000000003","0.90000000000000002","498","9","62.899999999999999","1.1000000000000001","95","5","12","0.69999999999999996","18","2","2.2000000000000002","0.29999999999999999","147","6","18.5","0.80000000000000004","114","5","14.4","0.69999999999999996","21","2","2.6000000000000001","0.29999999999999999","45","3","5.7000000000000002","0.40000000000000002","10","1","1.3","0.20000000000000001","30","3","3.7999999999999998","0.29999999999999999","22","3","2.7999999999999998","0.29999999999999999","91","6","11.5","0.80000000000000004"
NA,"65 years and over","268","1","267","1","99.900000000000006","0.10000000000000001","160","5","59.799999999999997","1.7","78","4","29","1.7","89","5","33.200000000000003","1.7","20","2","7.5999999999999996","0.80000000000000004","260","2","97.299999999999997","0.40000000000000002","46","3","17.100000000000001","1.2","18","2","6.7000000000000002","0.69999999999999996","260","2","97.099999999999994","0.5","153","5","57.200000000000003","1.7","46","3","17.100000000000001","1.2","30","2","11.1","0.69999999999999996","Z","Z","0.10000000000000001","0.10000000000000001"
"Maryland","All persons","5943","3","5586","15","94","0.20000000000000001","4398","27","74","0.5","3742","29","63","0.5","739","16","12.4","0.29999999999999999","225","12","3.7999999999999998","0.20000000000000001","1978","26","33.299999999999997","0.40000000000000002","1115","26","18.800000000000001","0.40000000000000002","177","8","3","0.10000000000000001","986","10","16.600000000000001","0.20000000000000001","639","9","10.800000000000001","0.10000000000000001","177","6","3","0.10000000000000001","118","5","2","0.10000000000000001","357","15","6","0.20000000000000001"
NA,"Under 65 years","5035","3","4686","15","93.099999999999994","0.29999999999999999","3748","28","74.400000000000006","0.59999999999999998","3287","30","65.299999999999997","0.59999999999999998","470","14","9.3000000000000007","0.29999999999999999","163","11","3.2000000000000002","0.20000000000000001","1126","25","22.399999999999999","0.5","1000","25","19.899999999999999","0.5","121","7","2.3999999999999999","0.10000000000000001","135","8","2.7000000000000002","0.20000000000000001","39","4","0.80000000000000004","0.10000000000000001","62","5","1.2","0.10000000000000001","63","5","1.3","0.10000000000000001","349","15","6.9000000000000004","0.29999999999999999"
NA,"Under 19 years","1420","4","1373","8","96.700000000000003","0.40000000000000002","930","15","65.5","1","820","15","57.799999999999997","1.1000000000000001","89","7","6.2999999999999998","0.5","54","6","3.7999999999999998","0.40000000000000002","493","15","34.700000000000003","1","481","15","33.799999999999997","1","48","5","3.3999999999999999","0.40000000000000002","15","4","1.1000000000000001","0.29999999999999999","2","1","0.10000000000000001","Z","4","1","0.29999999999999999","0.10000000000000001","2","1","0.10000000000000001","0.10000000000000001","47","6","3.2999999999999998","0.40000000000000002"
NA,"19 - 64 years","3615","6","3313","12","91.599999999999994","0.29999999999999999","2818","18","77.900000000000006","0.5","2467","21","68.200000000000003","0.5","380","11","10.5","0.29999999999999999","109","7","3","0.20000000000000001","633","16","17.5","0.40000000000000002","520","15","14.4","0.40000000000000002","73","4","2","0.10000000000000001","119","7","3.2999999999999998","0.20000000000000001","37","3","1","0.10000000000000001","58","5","1.6000000000000001","0.10000000000000001","61","4","1.7","0.10000000000000001","302","11","8.4000000000000004","0.29999999999999999"
NA,"65 years and over","908","2","900","3","99.099999999999994","0.20000000000000001","649","7","71.5","0.80000000000000004","455","9","50.100000000000001","1","270","8","29.699999999999999","0.90000000000000002","62","4","6.7999999999999998","0.40000000000000002","852","4","93.799999999999997","0.40000000000000002","115","5","12.699999999999999","0.59999999999999998","55","4","6.0999999999999996","0.40000000000000002","851","4","93.700000000000003","0.40000000000000002","601","8","66.099999999999994","0.80000000000000004","115","5","12.699999999999999","0.59999999999999998","55","3","6","0.40000000000000002","8","2","0.90000000000000002","0.20000000000000001"
"Massachusetts","All persons","6831","1","6642","11","97.200000000000003","0.20000000000000001","5053","29","74","0.40000000000000002","4290","31","62.799999999999997","0.5","946","19","13.9","0.29999999999999999","74","7","1.1000000000000001","0.10000000000000001","2499","28","36.600000000000001","0.40000000000000002","1570","29","23","0.40000000000000002","272","11","4","0.20000000000000001","1188","8","17.399999999999999","0.10000000000000001","704","9","10.300000000000001","0.10000000000000001","287","9","4.2000000000000002","0.10000000000000001","97","5","1.3999999999999999","0.10000000000000001","189","11","2.7999999999999998","0.20000000000000001"
NA,"Under 65 years","5727","2","5542","11","96.799999999999997","0.20000000000000001","4331","28","75.599999999999994","0.5","3847","30","67.200000000000003","0.5","580","16","10.1","0.29999999999999999","41","5","0.69999999999999996","0.10000000000000001","1455","28","25.399999999999999","0.5","1384","28","24.199999999999999","0.5","203","11","3.5","0.20000000000000001","146","7","2.5","0.10000000000000001","38","4","0.69999999999999996","0.10000000000000001","100","6","1.8","0.10000000000000001","35","3","0.59999999999999998","Z","185","11","3.2000000000000002","0.20000000000000001"
NA,"Under 19 years","1471","5","1453","6","98.799999999999997","0.20000000000000001","1028","13","69.900000000000006","0.90000000000000002","939","14","63.799999999999997","0.90000000000000002","100","6","6.7999999999999998","0.40000000000000002","11","3","0.69999999999999996","0.20000000000000001","507","13","34.5","0.90000000000000002","505","13","34.299999999999997","0.90000000000000002","80","6","5.5","0.40000000000000002","5","1","0.29999999999999999","0.10000000000000001","2","1","0.10000000000000001","0.10000000000000001","3","1","0.20000000000000001","0.10000000000000001","1","Z","Z","Z","18","3","1.2","0.20000000000000001"
NA,"19 - 64 years","4257","6","4090","10","96.099999999999994","0.20000000000000001","3303","19","77.599999999999994","0.40000000000000002","2908","20","68.299999999999997","0.5","480","13","11.300000000000001","0.29999999999999999","30","3","0.69999999999999996","0.10000000000000001","948","18","22.300000000000001","0.40000000000000002","879","18","20.600000000000001","0.40000000000000002","123","6","2.8999999999999999","0.10000000000000001","141","7","3.2999999999999998","0.20000000000000001","37","4","0.90000000000000002","0.10000000000000001","98","6","2.2999999999999998","0.10000000000000001","35","3","0.80000000000000004","0.10000000000000001","167","9","3.8999999999999999","0.20000000000000001"
NA,"65 years and over","1103","2","1100","2","99.700000000000003","0.10000000000000001","722","8","65.400000000000006","0.80000000000000004","443","9","40.200000000000003","0.90000000000000002","366","9","33.200000000000003","0.80000000000000004","33","4","3","0.29999999999999999","1044","4","94.599999999999994","0.40000000000000002","186","7","16.899999999999999","0.59999999999999998","69","4","6.2000000000000002","0.40000000000000002","1042","4","94.400000000000006","0.40000000000000002","665","8","60.299999999999997","0.80000000000000004","186","7","16.899999999999999","0.59999999999999998","62","4","5.5999999999999996","0.29999999999999999","4","1","0.29999999999999999","0.10000000000000001"
"Michigan","All persons","9889","1","9354","14","94.599999999999994","0.10000000000000001","7028","31","71.099999999999994","0.29999999999999999","5979","33","60.5","0.29999999999999999","1287","19","13","0.20000000000000001","128","8","1.3","0.10000000000000001","3865","28","39.100000000000001","0.29999999999999999","2226","27","22.5","0.29999999999999999","362","10","3.7000000000000002","0.10000000000000001","1939","10","19.600000000000001","0.10000000000000001","1264","11","12.800000000000001","0.10000000000000001","364","9","3.7000000000000002","0.10000000000000001","209","6","2.1000000000000001","0.10000000000000001","535","14","5.4000000000000004","0.10000000000000001"
NA,"Under 65 years","8208","3","7679","14","93.599999999999994","0.20000000000000001","5822","29","70.900000000000006","0.29999999999999999","5197","30","63.299999999999997","0.40000000000000002","719","16","8.8000000000000007","0.20000000000000001","76","7","0.90000000000000002","0.10000000000000001","2226","27","27.100000000000001","0.29999999999999999","2019","27","24.600000000000001","0.29999999999999999","262","10","3.2000000000000002","0.10000000000000001","302","9","3.7000000000000002","0.10000000000000001","96","5","1.2","0.10000000000000001","156","6","1.8999999999999999","0.10000000000000001","85","5","1","0.10000000000000001","529","14","6.4000000000000004","0.20000000000000001"
NA,"Under 19 years","2295","5","2217","7","96.599999999999994","0.29999999999999999","1453","15","63.299999999999997","0.59999999999999998","1334","15","58.100000000000001","0.59999999999999998","125","7","5.5","0.29999999999999999","25","3","1.1000000000000001","0.20000000000000001","884","15","38.5","0.69999999999999996","879","15","38.299999999999997","0.69999999999999996","118","7","5.2000000000000002","0.29999999999999999","9","2","0.40000000000000002","0.10000000000000001","4","1","0.20000000000000001","0.10000000000000001","5","1","0.20000000000000001","0.10000000000000001","3","1","0.10000000000000001","Z","78","6","3.3999999999999999","0.29999999999999999"
NA,"19 - 64 years","5913","6","5461","11","92.400000000000006","0.20000000000000001","4369","20","73.900000000000006","0.29999999999999999","3863","21","65.299999999999997","0.40000000000000002","594","12","10","0.20000000000000001","51","4","0.90000000000000002","0.10000000000000001","1342","17","22.699999999999999","0.29999999999999999","1139","16","19.300000000000001","0.29999999999999999","143","6","2.3999999999999999","0.10000000000000001","292","8","4.9000000000000004","0.10000000000000001","93","5","1.6000000000000001","0.10000000000000001","150","6","2.5","0.10000000000000001","82","4","1.3999999999999999","0.10000000000000001","451","12","7.5999999999999996","0.20000000000000001"
NA,"65 years and over","1681","3","1675","3","99.700000000000003","0.10000000000000001","1206","10","71.700000000000003","0.59999999999999998","783","11","46.600000000000001","0.59999999999999998","567","9","33.700000000000003","0.5","53","3","3.1000000000000001","0.20000000000000001","1639","3","97.5","0.20000000000000001","208","6","12.4","0.40000000000000002","100","4","6","0.20000000000000001","1638","3","97.400000000000006","0.20000000000000001","1168","10","69.5","0.59999999999999998","208","6","12.4","0.40000000000000002","124","4","7.4000000000000004","0.20000000000000001","5","1","0.29999999999999999","0.10000000000000001"
"Minnesota","All persons","5554","1","5309","9","95.599999999999994","0.20000000000000001","4227","22","76.099999999999994","0.40000000000000002","3460","21","62.299999999999997","0.40000000000000002","876","14","15.800000000000001","0.20000000000000001","78","6","1.3999999999999999","0.10000000000000001","1843","19","33.200000000000003","0.40000000000000002","999","20","18","0.40000000000000002","159","8","2.8999999999999999","0.10000000000000001","929","5","16.699999999999999","0.10000000000000001","617","7","11.1","0.10000000000000001","123","5","2.2000000000000002","0.10000000000000001","136","5","2.5","0.10000000000000001","244","10","4.4000000000000004","0.20000000000000001"
NA,"Under 65 years","4695","2","4454","10","94.900000000000006","0.20000000000000001","3618","20","77.099999999999994","0.40000000000000002","3243","20","69.099999999999994","0.40000000000000002","435","11","9.3000000000000007","0.20000000000000001","47","5","1","0.10000000000000001","1011","19","21.5","0.40000000000000002","921","19","19.600000000000001","0.40000000000000002","126","8","2.7000000000000002","0.20000000000000001","98","4","2.1000000000000001","0.10000000000000001","32","3","0.69999999999999996","0.10000000000000001","45","3","0.90000000000000002","0.10000000000000001","48","3","1","0.10000000000000001","242","9","5.0999999999999996","0.20000000000000001"
NA,"Under 19 years","1376","4","1331","5","96.700000000000003","0.29999999999999999","968","10","70.299999999999997","0.80000000000000004","888","10","64.5","0.80000000000000004","84","5","6.0999999999999996","0.40000000000000002","15","2","1.1000000000000001","0.20000000000000001","432","12","31.399999999999999","0.80000000000000004","431","12","31.300000000000001","0.80000000000000004","68","5","5","0.40000000000000002","3","1","0.20000000000000001","0.10000000000000001","1","1","0.10000000000000001","Z","2","1","0.20000000000000001","0.10000000000000001","1","1","0.10000000000000001","Z","45","4","3.2999999999999998","0.29999999999999999"
NA,"19 - 64 years","3319","4","3123","9","94.099999999999994","0.20000000000000001","2650","14","79.799999999999997","0.40000000000000002","2355","15","71","0.40000000000000002","350","9","10.6","0.29999999999999999","32","3","1","0.10000000000000001","579","12","17.399999999999999","0.40000000000000002","490","12","14.800000000000001","0.29999999999999999","58","4","1.7","0.10000000000000001","94","4","2.7999999999999998","0.10000000000000001","30","3","0.90000000000000002","0.10000000000000001","42","3","1.3","0.10000000000000001","47","3","1.3999999999999999","0.10000000000000001","196","8","5.9000000000000004","0.20000000000000001"
NA,"65 years and over","858","2","856","2","99.700000000000003","0.10000000000000001","610","6","71","0.69999999999999996","217","6","25.300000000000001","0.69999999999999996","441","7","51.399999999999999","0.80000000000000004","31","3","3.6000000000000001","0.29999999999999999","832","3","96.900000000000006","0.29999999999999999","78","4","9.0999999999999996","0.40000000000000002","33","2","3.7999999999999998","0.29999999999999999","831","3","96.799999999999997","0.29999999999999999","586","6","68.200000000000003","0.59999999999999998","78","4","9.0999999999999996","0.40000000000000002","88","4","10.300000000000001","0.40000000000000002","3","1","0.29999999999999999","0.10000000000000001"
"Mississippi","All persons","2920","1","2566","12","87.900000000000006","0.40000000000000002","1766","21","60.5","0.69999999999999996","1398","21","47.899999999999999","0.69999999999999996","370","12","12.699999999999999","0.40000000000000002","109","8","3.7000000000000002","0.29999999999999999","1134","16","38.899999999999999","0.59999999999999998","685","16","23.399999999999999","0.5","86","7","2.8999999999999999","0.20000000000000001","569","7","19.5","0.20000000000000001","265","7","9.0999999999999996","0.20000000000000001","146","7","5","0.20000000000000001","71","5","2.3999999999999999","0.20000000000000001","354","12","12.1","0.40000000000000002"
NA,"Under 65 years","2459","3","2106","11","85.599999999999994","0.5","1518","18","61.799999999999997","0.80000000000000004","1298","20","52.799999999999997","0.80000000000000004","220","11","9","0.40000000000000002","66","6","2.7000000000000002","0.29999999999999999","683","17","27.800000000000001","0.69999999999999996","604","15","24.600000000000001","0.59999999999999998","62","7","2.5","0.29999999999999999","118","6","4.7999999999999998","0.20000000000000001","25","3","1","0.10000000000000001","66","5","2.7000000000000002","0.20000000000000001","33","4","1.3","0.20000000000000001","353","12","14.4","0.5"
NA,"Under 19 years","756","5","721","6","95.299999999999997","0.5","369","10","48.799999999999997","1.3","314","10","41.5","1.3","48","4","6.4000000000000004","0.59999999999999998","20","3","2.6000000000000001","0.40000000000000002","377","10","49.799999999999997","1.3","374","11","49.399999999999999","1.3","24","4","3.2000000000000002","0.5","5","2","0.69999999999999996","0.29999999999999999","1","1","0.10000000000000001","0.10000000000000001","2","1","0.29999999999999999","0.10000000000000001","Z","Z","0.10000000000000001","Z","35","4","4.7000000000000002","0.5"
NA,"19 - 64 years","1703","6","1385","11","81.400000000000006","0.69999999999999996","1150","13","67.5","0.80000000000000004","984","13","57.799999999999997","0.80000000000000004","172","8","10.1","0.5","47","5","2.7000000000000002","0.29999999999999999","306","10","18","0.59999999999999998","230","9","13.5","0.5","38","4","2.2000000000000002","0.20000000000000001","113","5","6.5999999999999996","0.29999999999999999","24","3","1.3999999999999999","0.20000000000000001","63","5","3.7000000000000002","0.29999999999999999","32","4","1.8999999999999999","0.20000000000000001","318","11","18.600000000000001","0.69999999999999996"
NA,"65 years and over","461","3","460","3","99.700000000000003","0.10000000000000001","248","6","53.799999999999997","1.3","100","5","21.800000000000001","1.1000000000000001","149","5","32.399999999999999","1.1000000000000001","43","3","9.1999999999999993","0.69999999999999996","452","3","98","0.40000000000000002","81","4","17.5","0.90000000000000002","23","2","5.0999999999999996","0.5","451","3","97.799999999999997","0.40000000000000002","240","6","52","1.3","81","4","17.5","0.90000000000000002","38","3","8.3000000000000007","0.59999999999999998","1","1","0.29999999999999999","0.10000000000000001"
"Missouri","All persons","6015","1","5448","17","90.599999999999994","0.29999999999999999","4228","26","70.299999999999997","0.40000000000000002","3452","30","57.399999999999999","0.5","825","16","13.699999999999999","0.29999999999999999","159","9","2.6000000000000001","0.10000000000000001","1964","24","32.700000000000003","0.40000000000000002","912","23","15.199999999999999","0.40000000000000002","143","8","2.3999999999999999","0.10000000000000001","1167","8","19.399999999999999","0.10000000000000001","603","8","10","0.10000000000000001","177","8","2.8999999999999999","0.10000000000000001","166","6","2.7999999999999998","0.10000000000000001","566","18","9.4000000000000004","0.29999999999999999"
NA,"Under 65 years","5017","4","4455","17","88.799999999999997","0.29999999999999999","3649","26","72.700000000000003","0.5","3182","30","63.399999999999999","0.59999999999999998","486","15","9.6999999999999993","0.29999999999999999","102","7","2","0.10000000000000001","993","23","19.800000000000001","0.5","820","22","16.300000000000001","0.40000000000000002","108","7","2.2000000000000002","0.10000000000000001","197","7","3.8999999999999999","0.10000000000000001","47","4","0.90000000000000002","0.10000000000000001","85","6","1.7","0.10000000000000001","74","5","1.5","0.10000000000000001","561","17","11.199999999999999","0.29999999999999999"
NA,"Under 19 years","1453","5","1371","8","94.299999999999997","0.5","933","17","64.200000000000003","1.1000000000000001","828","16","57","1.1000000000000001","99","7","6.7999999999999998","0.5","29","3","2","0.20000000000000001","498","15","34.200000000000003","1","489","15","33.600000000000001","1","58","5","4","0.40000000000000002","14","3","1","0.20000000000000001","1","1","0.10000000000000001","Z","7","3","0.5","0.20000000000000001","3","1","0.20000000000000001","0.10000000000000001","83","7","5.7000000000000002","0.5"
NA,"19 - 64 years","3564","5","3085","14","86.599999999999994","0.40000000000000002","2716","16","76.200000000000003","0.40000000000000002","2354","18","66","0.5","386","11","10.800000000000001","0.29999999999999999","73","5","2","0.10000000000000001","495","12","13.9","0.29999999999999999","331","10","9.3000000000000007","0.29999999999999999","50","4","1.3999999999999999","0.10000000000000001","183","7","5.0999999999999996","0.20000000000000001","46","4","1.3","0.10000000000000001","78","5","2.2000000000000002","0.10000000000000001","72","4","2","0.10000000000000001","479","13","13.4","0.40000000000000002"
NA,"65 years and over","998","4","993","4","99.5","0.10000000000000001","579","7","58","0.69999999999999996","270","7","27","0.69999999999999996","339","7","34","0.69999999999999996","57","4","5.7999999999999998","0.40000000000000002","971","4","97.299999999999997","0.20000000000000001","92","4","9.1999999999999993","0.40000000000000002","34","3","3.3999999999999999","0.29999999999999999","970","4","97.200000000000003","0.29999999999999999","556","7","55.700000000000003","0.69999999999999996","92","4","9.1999999999999993","0.40000000000000002","92","4","9.1999999999999993","0.40000000000000002","5","1","0.5","0.10000000000000001"
"Montana","All persons","1047","1","961","5","91.799999999999997","0.5","697","11","66.599999999999994","1.1000000000000001","510","12","48.700000000000003","1.2","186","8","17.800000000000001","0.69999999999999996","42","5","4","0.40000000000000002","421","10","40.200000000000003","1","223","11","21.300000000000001","1","34","3","3.2999999999999998","0.29999999999999999","217","3","20.699999999999999","0.29999999999999999","125","4","11.9","0.40000000000000002","31","2","3","0.20000000000000001","41","3","3.8999999999999999","0.29999999999999999","86","5","8.1999999999999993","0.5"
NA,"Under 65 years","852","2","766","6","90","0.59999999999999998","575","11","67.599999999999994","1.2","466","12","54.700000000000003","1.3999999999999999","104","7","12.300000000000001","0.90000000000000002","28","4","3.2999999999999998","0.5","230","11","27","1.2","204","10","24","1.2","26","3","3.1000000000000001","0.40000000000000002","26","2","3","0.29999999999999999","7","1","0.80000000000000004","0.10000000000000001","13","2","1.5","0.20000000000000001","16","2","1.8999999999999999","0.20000000000000001","85","5","10","0.59999999999999998"
NA,"Under 19 years","244","3","229","3","93.900000000000006","0.90000000000000002","136","5","55.5","2.2000000000000002","112","6","46.100000000000001","2.5","17","3","6.7999999999999998","1.1000000000000001","10","2","4.2999999999999998","0.80000000000000004","105","6","43.100000000000001","2.3999999999999999","105","6","42.899999999999999","2.3999999999999999","12","2","4.7000000000000002","0.80000000000000004","1","Z","0.20000000000000001","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","Z","Z","Z","0.10000000000000001","15","2","6.0999999999999996","0.90000000000000002"
NA,"19 - 64 years","608","3","537","6","88.400000000000006","0.80000000000000004","440","7","72.400000000000006","1.1000000000000001","353","8","58.100000000000001","1.3","88","6","14.4","1","18","3","2.8999999999999999","0.5","125","6","20.600000000000001","1","100","6","16.399999999999999","0.90000000000000002","15","2","2.3999999999999999","0.29999999999999999","25","2","4.2000000000000002","0.40000000000000002","7","1","1.1000000000000001","0.20000000000000001","13","2","2.1000000000000001","0.29999999999999999","16","2","2.7000000000000002","0.29999999999999999","70","5","11.6","0.80000000000000004"
NA,"65 years and over","195","1","195","1","99.599999999999994","0.20000000000000001","122","4","62.200000000000003","1.8999999999999999","44","3","22.399999999999999","1.6000000000000001","82","3","41.799999999999997","1.7","13","2","6.9000000000000004","1","191","2","97.700000000000003","0.5","18","2","9.4000000000000004","0.80000000000000004","8","1","4.0999999999999996","0.59999999999999998","191","2","97.5","0.5","118","4","60.299999999999997","1.8999999999999999","18","2","9.4000000000000004","0.80000000000000004","24","2","12.4","1.1000000000000001","1","Z","0.40000000000000002","0.20000000000000001"
"Nebraska","All persons","1900","1","1743","8","91.700000000000003","0.40000000000000002","1427","13","75.099999999999994","0.69999999999999996","1129","14","59.399999999999999","0.69999999999999996","314","9","16.5","0.40000000000000002","69","5","3.6000000000000001","0.29999999999999999","548","9","28.800000000000001","0.5","257","9","13.5","0.5","52","5","2.7999999999999998","0.20000000000000001","319","3","16.800000000000001","0.20000000000000001","184","4","9.6999999999999993","0.20000000000000001","49","3","2.6000000000000001","0.20000000000000001","56","3","2.8999999999999999","0.10000000000000001","158","8","8.3000000000000007","0.40000000000000002"
NA,"Under 65 years","1608","2","1451","8","90.299999999999997","0.5","1245","13","77.5","0.80000000000000004","1064","13","66.200000000000003","0.80000000000000004","189","7","11.800000000000001","0.40000000000000002","48","5","3","0.29999999999999999","265","9","16.5","0.59999999999999998","227","9","14.1","0.59999999999999998","37","4","2.2999999999999998","0.29999999999999999","36","3","2.2999999999999998","0.20000000000000001","11","1","0.69999999999999996","0.10000000000000001","19","2","1.2","0.10000000000000001","25","2","1.5","0.10000000000000001","157","8","9.6999999999999993","0.5"
NA,"Under 19 years","501","3","475","4","94.799999999999997","0.59999999999999998","349","6","69.599999999999994","1.2","304","7","60.600000000000001","1.3","39","3","7.7000000000000002","0.69999999999999996","17","3","3.5","0.5","145","7","28.899999999999999","1.3","144","7","28.600000000000001","1.3","18","3","3.6000000000000001","0.59999999999999998","1","1","0.20000000000000001","0.10000000000000001","Z","Z","0.10000000000000001","Z","Z","Z","0.10000000000000001","0.10000000000000001","1","1","0.20000000000000001","0.20000000000000001","26","3","5.2000000000000002","0.59999999999999998"
NA,"19 - 64 years","1107","3","976","7","88.200000000000003","0.59999999999999998","897","9","81","0.80000000000000004","760","9","68.599999999999994","0.80000000000000004","151","5","13.6","0.5","31","3","2.7999999999999998","0.20000000000000001","120","5","10.9","0.40000000000000002","83","5","7.5","0.40000000000000002","19","2","1.7","0.20000000000000001","35","3","3.2000000000000002","0.20000000000000001","11","1","1","0.10000000000000001","18","2","1.7","0.20000000000000001","24","2","2.1000000000000001","0.20000000000000001","130","7","11.800000000000001","0.59999999999999998"
NA,"65 years and over","292","2","291","2","99.700000000000003","0.20000000000000001","181","3","62.100000000000001","1.1000000000000001","65","3","22.300000000000001","1.1000000000000001","125","4","42.700000000000003","1.3999999999999999","21","2","7","0.69999999999999996","283","2","96.799999999999997","0.40000000000000002","30","2","10.300000000000001","0.69999999999999996","16","2","5.2999999999999998","0.5","283","2","96.700000000000003","0.40000000000000002","173","4","59.200000000000003","1.2","30","2","10.300000000000001","0.69999999999999996","31","2","10.5","0.59999999999999998","1","Z","0.29999999999999999","0.20000000000000001"
"Nevada","All persons","2999","2","2662","13","88.799999999999997","0.40000000000000002","1947","22","64.900000000000006","0.69999999999999996","1604","22","53.5","0.69999999999999996","339","11","11.300000000000001","0.40000000000000002","106","7","3.5","0.20000000000000001","1045","16","34.899999999999999","0.5","577","17","19.199999999999999","0.59999999999999998","83","8","2.7999999999999998","0.29999999999999999","514","5","17.100000000000001","0.20000000000000001","244","7","8.1999999999999993","0.20000000000000001","86","5","2.8999999999999999","0.20000000000000001","101","5","3.3999999999999999","0.20000000000000001","336","13","11.199999999999999","0.40000000000000002"
NA,"Under 65 years","2528","2","2198","13","87","0.5","1704","21","67.400000000000006","0.80000000000000004","1475","22","58.399999999999999","0.90000000000000002","223","10","8.8000000000000007","0.40000000000000002","67","5","2.7000000000000002","0.20000000000000001","597","17","23.600000000000001","0.69999999999999996","521","16","20.600000000000001","0.59999999999999998","64","7","2.5","0.29999999999999999","67","4","2.7000000000000002","0.20000000000000001","18","2","0.69999999999999996","0.10000000000000001","30","3","1.2","0.10000000000000001","47","4","1.8999999999999999","0.20000000000000001","330","13","13","0.5"
